origen,destino,distancia_km,tipo_transporte,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,clima,ocupacion_estimada
Ayura,Bello,10.4,Metro,Viernes,20,0,0,3.2,9038,1,Tormenta,33
Caribe,Acevedo,9.4,Cable,Lunes,1,0,0,2.0,9710,2,Tormenta,95
Aguacatala,Niquia,1.9,Cable,Viernes,21,0,0,0.4,2080,2,Nublado,21
San Antonio,Bello,6.4,Metro,Lunes,9,0,0,1.7,5830,1,Lluvia,15
Cisneros,La Estrella,12.9,Caminando,Martes,5,0,0,27.9,14409,1,Nublado,46
Envigado,Parque Berrio,1.1,Caminando,Lunes,7,1,0,4.3,922,0,Lluvia,39
Bello,Caribe,7.7,Metro,Martes,2,0,0,2.4,8324,3,Lluvia,61
Santa Lucia,Cisneros,4.3,Bus,Martes,21,0,0,1.8,4154,0,Soleado,45
Aguacatala,Industriales,13.0,Taxi,Viernes,15,0,0,2.1,14066,2,Lluvia,24
Tricentenario,Itagui,12.3,Metro,Lunes,15,0,0,3.5,14649,3,Soleado,53
Alpujarra,Prado,11.7,Bus,Sabado,20,0,1,5.6,10717,3,Soleado,29
Parque Berrio,Cisneros,11.8,Taxi,Lunes,23,0,0,2.3,10290,0,Lluvia,18
Poblado,Acevedo,12.6,Metro,Domingo,6,1,1,6.1,14944,3,Nublado,71
San Javier,Estadio,5.5,Metro,Lunes,3,0,0,2.2,6584,1,Tormenta,47
Cisneros,Madera,10.4,Taxi,Lunes,10,0,0,2.0,9235,2,Lluvia,60
San Javier,Ayura,8.8,Cable,Lunes,14,1,0,3.4,8967,2,Nublado,11
Poblado,San Javier,7.7,Cable,Martes,6,1,0,2.4,7492,1,Tormenta,70
Industriales,Floresta,4.1,Bus,Jueves,19,1,0,2.8,4551,0,Tormenta,95
Santa Lucia,Niquia,9.3,Taxi,Lunes,16,0,0,1.6,9030,2,Nublado,43
Niquia,Exposiciones,7.6,Metro,Jueves,16,0,0,2.6,7349,3,Tormenta,42
Estadio,Niquia,6.8,Taxi,Miercoles,21,0,0,1.1,7507,3,Tormenta,100
San Antonio,Exposiciones,9.2,Taxi,Domingo,13,1,1,3.1,8574,1,Nublado,71
Universidad,Industriales,3.5,Bus,Viernes,23,0,0,1.6,3952,1,Tormenta,23
Acevedo,Suramericana,7.0,Metro,Martes,11,1,0,3.1,5803,2,Nublado,88
Envigado,Alpujarra,9.1,Metro,Miercoles,8,1,0,4.0,9255,0,Nublado,84
Suramericana,Caribe,14.9,Bus,Jueves,5,0,0,7.7,12024,0,Lluvia,33
San Javier,Exposiciones,6.9,Taxi,Jueves,2,0,0,1.1,7155,0,Nublado,20
Exposiciones,Universidad,14.2,Cable,Martes,10,0,0,2.7,12695,3,Tormenta,33
Prado,Parque Berrio,13.1,Cable,Jueves,7,1,0,4.1,13375,1,Soleado,79
Hospital,Sabaneta,1.9,Metro,Miercoles,10,0,0,0.7,2115,2,Soleado,99
Sabaneta,Hospital,10.8,Caminando,Sabado,4,0,1,25.8,11621,0,Nublado,83
Acevedo,Industriales,5.2,Bus,Sabado,20,0,1,2.4,4316,1,Tormenta,63
Poblado,Exposiciones,8.7,Taxi,Sabado,14,1,1,2.8,8134,2,Soleado,67
Floresta,Niquia,12.4,Caminando,Martes,13,1,0,37.1,12536,0,Nublado,15
Envigado,Niquia,3.3,Metro,Viernes,5,0,0,1.2,3950,2,Nublado,89
Bello,Parque Berrio,9.2,Taxi,Domingo,18,1,1,2.1,8519,1,Nublado,10
Caribe,Prado,12.3,Taxi,Martes,1,0,0,3.0,12005,0,Soleado,89
Floresta,Hospital,4.2,Taxi,Lunes,10,0,0,0.8,4549,2,Nublado,89
Universidad,Suramericana,12.9,Bus,Miercoles,5,0,0,4.8,13132,1,Soleado,78
Niquia,Exposiciones,2.7,Caminando,Viernes,20,0,0,6.1,3200,2,Soleado,30
Itagui,Bello,5.4,Cable,Viernes,19,1,0,1.9,4471,0,Nublado,41
Aguacatala,Exposiciones,5.3,Bus,Sabado,15,0,1,2.0,4277,3,Nublado,86
Estadio,Prado,5.8,Metro,Viernes,6,1,0,3.1,5812,3,Soleado,99
Hospital,Acevedo,2.8,Cable,Jueves,7,1,0,1.0,2456,3,Lluvia,59
Acevedo,Caribe,7.3,Metro,Viernes,13,1,0,3.5,6431,2,Lluvia,27
Prado,Bello,1.9,Bus,Jueves,22,0,0,0.8,1864,0,Lluvia,22
Prado,Universidad,5.2,Bus,Viernes,18,1,0,3.0,5450,3,Nublado,43
Poblado,La Estrella,13.0,Bus,Viernes,22,0,0,4.1,14027,1,Lluvia,90
Suramericana,San Javier,9.3,Taxi,Jueves,17,1,0,3.7,10016,3,Tormenta,15
Industriales,Ayura,13.3,Cable,Miercoles,6,1,0,4.5,13566,2,Soleado,55
Sabaneta,Bello,14.4,Bus,Martes,14,1,0,8.7,15221,2,Nublado,79
Caribe,Suramericana,2.9,Taxi,Jueves,13,1,0,0.9,2909,3,Nublado,94
Itagui,Suramericana,13.1,Bus,Sabado,9,0,1,5.7,12982,0,Tormenta,31
Envigado,Caribe,11.6,Bus,Viernes,11,1,0,7.0,13050,3,Nublado,48
Poblado,Caribe,13.3,Caminando,Miercoles,6,1,0,37.9,11744,1,Lluvia,21
Parque Berrio,Sabaneta,12.0,Caminando,Lunes,19,1,0,40.7,13860,3,Soleado,27
Industriales,Exposiciones,14.5,Metro,Jueves,10,0,0,4.6,12093,3,Lluvia,92
Bello,Niquia,11.3,Bus,Martes,2,0,0,3.4,11176,1,Nublado,27
Caribe,San Antonio,6.4,Cable,Lunes,2,0,0,1.2,5184,1,Tormenta,72
San Javier,Bello,2.6,Taxi,Jueves,8,1,0,0.9,2709,3,Nublado,60
Parque Berrio,Universidad,9.0,Caminando,Martes,0,0,0,16.0,8442,3,Soleado,66
Cisneros,Industriales,3.9,Bus,Viernes,21,0,0,1.9,3939,0,Soleado,92
Suramericana,Sabaneta,14.5,Taxi,Domingo,22,0,1,2.6,16907,0,Tormenta,54
Prado,San Antonio,7.5,Metro,Viernes,14,1,0,4.0,7612,0,Tormenta,98
Universidad,Cisneros,9.7,Taxi,Jueves,9,0,0,1.5,9884,0,Tormenta,51
San Antonio,Acevedo,15.0,Caminando,Jueves,14,1,0,52.7,13440,1,Lluvia,99
Caribe,Bello,7.2,Bus,Martes,17,1,0,3.6,6379,1,Lluvia,54
Industriales,Suramericana,9.0,Taxi,Viernes,16,0,0,1.8,7245,1,Lluvia,47
Estadio,Envigado,6.9,Taxi,Sabado,12,1,1,2.1,6217,3,Lluvia,18
La Estrella,Niquia,8.0,Metro,Sabado,10,0,1,2.5,8368,2,Nublado,21
Exposiciones,Estadio,12.7,Taxi,Jueves,10,0,0,1.9,13259,0,Lluvia,96
Industriales,Bello,11.3,Taxi,Lunes,20,0,0,2.0,12057,2,Lluvia,37
Poblado,Bello,12.8,Cable,Sabado,2,0,1,2.8,12954,2,Tormenta,69
Tricentenario,Santa Lucia,6.1,Cable,Miercoles,12,1,0,1.9,6490,0,Soleado,29
Poblado,Ayura,11.9,Bus,Jueves,3,0,0,4.2,12281,3,Soleado,47
Hospital,Exposiciones,13.6,Cable,Viernes,1,0,0,2.6,12730,3,Nublado,37
Niquia,Industriales,1.3,Cable,Jueves,14,1,0,0.4,1119,1,Nublado,33
Industriales,Poblado,11.9,Cable,Miercoles,20,0,0,2.4,12269,3,Lluvia,37
Ayura,Suramericana,6.4,Taxi,Sabado,19,1,1,2.3,7347,1,Tormenta,61
Niquia,Estadio,12.8,Taxi,Domingo,10,0,1,2.7,11149,0,Tormenta,17
Prado,San Javier,8.6,Caminando,Martes,22,0,0,16.5,7009,3,Tormenta,36
Caribe,Bello,7.6,Metro,Viernes,5,0,0,3.0,6764,0,Nublado,72
Acevedo,Itagui,14.5,Bus,Domingo,22,0,1,6.7,13326,3,Soleado,68
Floresta,Niquia,3.4,Caminando,Martes,9,0,0,7.0,3077,1,Soleado,96
Estadio,Hospital,2.6,Taxi,Miercoles,21,0,0,0.5,2636,3,Soleado,58
Sabaneta,Caribe,3.7,Metro,Miercoles,10,0,0,1.2,3963,1,Lluvia,39
Envigado,Ayura,10.8,Taxi,Jueves,7,1,0,4.1,9050,3,Soleado,63
Aguacatala,Envigado,14.4,Metro,Jueves,20,0,0,4.4,12355,2,Soleado,23
Exposiciones,San Javier,13.6,Taxi,Sabado,23,0,1,2.9,10880,1,Tormenta,15
Acevedo,Ayura,9.8,Metro,Lunes,4,0,0,2.7,8859,0,Soleado,76
La Estrella,Madera,8.4,Cable,Domingo,12,1,1,2.6,10030,2,Lluvia,77
San Antonio,Suramericana,3.1,Metro,Viernes,0,0,0,1.0,3016,1,Tormenta,90
Prado,Madera,6.9,Metro,Domingo,17,1,1,3.2,6879,0,Nublado,70
Exposiciones,Industriales,8.4,Bus,Miercoles,17,1,0,5.7,6964,1,Tormenta,34
San Javier,Prado,12.2,Taxi,Domingo,6,1,1,3.7,11846,3,Soleado,20
Caribe,Niquia,5.2,Taxi,Viernes,21,0,0,1.1,5242,0,Soleado,29
Hospital,Aguacatala,8.7,Taxi,Jueves,0,0,0,1.5,10092,0,Nublado,88
Exposiciones,San Javier,4.4,Cable,Miercoles,4,0,0,0.8,5073,2,Soleado,55
Alpujarra,Hospital,10.8,Cable,Domingo,16,0,1,2.3,12938,2,Soleado,41
Exposiciones,Floresta,2.7,Taxi,Viernes,17,1,0,1.0,2503,2,Lluvia,61
Industriales,Tricentenario,1.5,Bus,Viernes,7,1,0,0.9,1605,3,Lluvia,84
Madera,Caribe,14.5,Taxi,Sabado,9,0,1,3.4,12890,1,Soleado,42
Caribe,La Estrella,14.5,Caminando,Viernes,5,0,0,29.7,14442,3,Tormenta,19
Poblado,Sabaneta,13.5,Caminando,Lunes,5,0,0,25.7,14944,1,Nublado,37
San Antonio,Suramericana,10.9,Caminando,Martes,12,1,0,29.8,11140,0,Lluvia,25
Hospital,Parque Berrio,13.5,Caminando,Domingo,1,0,1,30.4,12177,1,Soleado,29
Tricentenario,Industriales,5.1,Metro,Jueves,0,0,0,1.4,5901,3,Tormenta,28
Cisneros,Sabaneta,12.9,Metro,Viernes,23,0,0,4.9,14035,0,Nublado,48
Acevedo,Niquia,5.5,Bus,Lunes,18,1,0,4.7,4488,3,Lluvia,95
Exposiciones,Parque Berrio,5.2,Bus,Lunes,22,0,0,1.5,6048,1,Soleado,76
Caribe,Prado,14.9,Taxi,Martes,0,0,0,2.9,12695,2,Tormenta,26
Itagui,Suramericana,6.6,Caminando,Sabado,20,0,1,30.5,6508,1,Soleado,67
Sabaneta,Industriales,9.0,Cable,Viernes,16,0,0,2.0,10719,2,Soleado,49
Hospital,Cisneros,11.0,Taxi,Martes,8,1,0,3.6,11506,2,Tormenta,22
Niquia,Madera,10.0,Cable,Lunes,15,0,0,1.8,9790,0,Nublado,63
Madera,Suramericana,3.1,Caminando,Sabado,5,0,1,5.8,3404,0,Nublado,76
Aguacatala,Universidad,5.2,Bus,Domingo,1,0,1,1.7,4982,2,Tormenta,46
Envigado,La Estrella,1.4,Metro,Lunes,15,0,0,0.5,1211,1,Lluvia,18
Niquia,Floresta,11.9,Cable,Jueves,10,0,0,2.4,13352,0,Lluvia,21
Aguacatala,Floresta,2.1,Bus,Miercoles,5,0,0,0.8,1953,0,Soleado,81
Suramericana,Alpujarra,8.6,Caminando,Miercoles,11,1,0,23.9,8867,2,Lluvia,89
Exposiciones,Santa Lucia,13.9,Taxi,Jueves,19,1,0,3.3,11468,2,Soleado,85
Hospital,Cisneros,2.6,Metro,Lunes,10,0,0,2.5,2883,1,Nublado,20
Suramericana,Envigado,6.5,Metro,Lunes,6,1,0,3.3,5993,2,Tormenta,97
Prado,San Javier,3.1,Metro,Jueves,14,1,0,1.5,3084,2,Tormenta,100
Sabaneta,Universidad,2.9,Bus,Viernes,10,0,0,0.9,3013,2,Lluvia,12
Ayura,Envigado,8.1,Metro,Domingo,15,0,1,3.2,6650,1,Soleado,96
Santa Lucia,Acevedo,8.6,Caminando,Jueves,19,1,0,30.8,8118,1,Soleado,21
Universidad,Santa Lucia,2.3,Bus,Sabado,12,1,1,1.5,2242,1,Tormenta,40
Caribe,Santa Lucia,1.5,Metro,Jueves,19,1,0,1.0,1322,1,Soleado,50
Hospital,La Estrella,7.7,Cable,Domingo,0,0,1,1.5,7323,3,Soleado,78
San Javier,Santa Lucia,7.2,Bus,Lunes,6,1,0,3.2,8035,2,Nublado,83
Prado,Poblado,13.2,Cable,Viernes,13,1,0,3.6,13094,0,Lluvia,39
Niquia,Caribe,1.2,Cable,Viernes,23,0,0,0.2,1235,0,Nublado,59
Ayura,Exposiciones,4.3,Metro,Jueves,1,0,0,1.4,3457,2,Soleado,26
Floresta,Ayura,4.7,Metro,Viernes,20,0,0,1.3,4047,0,Nublado,85
Bello,Sabaneta,9.9,Metro,Miercoles,1,0,0,2.8,10999,2,Lluvia,30
Santa Lucia,Universidad,10.7,Cable,Miercoles,18,1,0,3.6,9576,3,Soleado,16
Sabaneta,Floresta,13.1,Caminando,Sabado,1,0,1,25.8,13781,2,Lluvia,42
Suramericana,Prado,5.0,Caminando,Miercoles,1,0,0,10.2,5775,2,Lluvia,38
Ayura,Madera,11.1,Metro,Lunes,0,0,0,3.8,10867,1,Lluvia,46
Estadio,San Antonio,9.4,Cable,Domingo,5,0,1,1.9,9889,3,Soleado,50
Santa Lucia,Industriales,2.4,Cable,Martes,7,1,0,0.6,1956,3,Soleado,47
Poblado,San Javier,2.8,Bus,Lunes,12,1,0,1.8,2761,0,Soleado,57
Universidad,Santa Lucia,10.5,Metro,Martes,14,1,0,5.0,8904,2,Tormenta,16
Alpujarra,Envigado,2.8,Cable,Lunes,1,0,0,0.5,2590,2,Lluvia,66
Itagui,Prado,11.2,Metro,Martes,12,1,0,4.8,12936,3,Soleado,50
Floresta,Poblado,11.6,Metro,Martes,23,0,0,4.5,12435,3,Tormenta,48
Santa Lucia,Exposiciones,6.4,Caminando,Domingo,13,1,1,15.4,7456,3,Lluvia,90
San Javier,Envigado,6.2,Cable,Martes,17,1,0,2.1,7322,3,Tormenta,21
Envigado,Prado,8.9,Bus,Sabado,20,0,1,2.8,9087,3,Nublado,37
Universidad,Tricentenario,12.0,Caminando,Miercoles,15,0,0,20.5,12084,2,Lluvia,15
Caribe,Itagui,12.4,Bus,Sabado,7,1,1,10.9,13838,1,Lluvia,31
Poblado,Ayura,4.1,Bus,Sabado,22,0,1,1.7,3575,0,Nublado,40
San Javier,Caribe,10.6,Metro,Miercoles,3,0,0,2.8,9498,1,Nublado,76
Prado,San Antonio,10.2,Bus,Sabado,9,0,1,4.3,11332,0,Tormenta,52
Cisneros,San Antonio,2.8,Metro,Miercoles,8,1,0,1.6,2864,0,Nublado,80
Hospital,Acevedo,12.0,Metro,Jueves,22,0,0,4.8,10548,1,Tormenta,90
Floresta,Suramericana,7.5,Bus,Viernes,15,0,0,2.5,7590,0,Tormenta,61
Parque Berrio,Estadio,3.9,Cable,Miercoles,14,1,0,1.1,3787,2,Nublado,89
Ayura,Cisneros,2.2,Taxi,Martes,20,0,0,0.5,2556,2,Soleado,26
Aguacatala,Prado,7.6,Metro,Viernes,20,0,0,2.8,7744,3,Tormenta,27
Alpujarra,Sabaneta,12.8,Metro,Sabado,5,0,1,3.8,13568,2,Tormenta,43
Industriales,Estadio,4.7,Metro,Domingo,18,1,1,2.6,5015,1,Tormenta,83
Cisneros,Envigado,9.4,Taxi,Lunes,2,0,0,2.1,10349,2,Lluvia,11
Parque Berrio,La Estrella,5.2,Bus,Sabado,13,1,1,2.7,4841,3,Soleado,26
Acevedo,Universidad,10.2,Caminando,Lunes,22,0,0,23.7,9659,2,Nublado,42
Niquia,Bello,7.1,Metro,Viernes,21,0,0,2.6,6269,1,Nublado,85
Ayura,Floresta,12.6,Taxi,Viernes,9,0,0,3.1,12638,3,Tormenta,18
Ayura,Suramericana,3.9,Caminando,Sabado,4,0,1,7.9,4083,0,Lluvia,94
Envigado,Parque Berrio,6.4,Metro,Viernes,16,0,0,1.8,7405,2,Lluvia,61
Parque Berrio,Aguacatala,6.5,Caminando,Lunes,17,1,0,20.9,6676,2,Tormenta,34
San Javier,Envigado,3.2,Bus,Jueves,19,1,0,1.6,2656,1,Tormenta,20
Exposiciones,Industriales,5.5,Bus,Sabado,3,0,1,2.7,6325,3,Lluvia,52
Aguacatala,Santa Lucia,11.5,Caminando,Jueves,10,0,0,21.7,9786,1,Lluvia,70
Industriales,Prado,8.3,Metro,Sabado,1,0,1,2.6,8400,1,Lluvia,97
Bello,Exposiciones,4.6,Metro,Viernes,12,1,0,1.8,4388,2,Soleado,75
Itagui,La Estrella,12.2,Cable,Domingo,0,0,1,2.6,12298,3,Soleado,75
Estadio,Hospital,7.3,Taxi,Viernes,1,0,0,1.8,6008,2,Lluvia,29
Universidad,Envigado,12.2,Cable,Sabado,5,0,1,2.4,13579,1,Soleado,87
Estadio,Prado,9.2,Metro,Sabado,8,1,1,4.0,10166,3,Tormenta,27
Cisneros,Prado,2.5,Taxi,Jueves,17,1,0,0.7,2380,2,Soleado,69
Universidad,Exposiciones,14.8,Cable,Sabado,15,0,1,8.0,16680,1,Lluvia,96
Niquia,Alpujarra,3.0,Caminando,Martes,17,1,0,9.3,2784,2,Nublado,93
Suramericana,Bello,5.6,Bus,Domingo,11,1,1,7.7,5370,1,Soleado,39
Acevedo,Sabaneta,5.0,Cable,Domingo,14,1,1,1.5,4290,2,Soleado,75
Industriales,Estadio,3.8,Taxi,Jueves,16,0,0,0.8,3291,2,Tormenta,99
Ayura,Cisneros,3.2,Taxi,Lunes,18,1,0,1.0,3261,0,Lluvia,80
Exposiciones,Floresta,6.9,Caminando,Sabado,5,0,1,13.7,6258,0,Tormenta,34
Santa Lucia,Niquia,10.2,Cable,Sabado,5,0,1,2.1,10098,0,Soleado,69
Envigado,Ayura,12.5,Bus,Sabado,4,0,1,6.0,12650,0,Tormenta,29
Hospital,Tricentenario,2.7,Cable,Sabado,7,1,1,2.2,2395,1,Tormenta,96
Cisneros,Itagui,5.4,Metro,Domingo,22,0,1,1.6,5816,3,Soleado,95
Envigado,Prado,10.8,Cable,Domingo,18,1,1,3.3,10368,2,Nublado,85
Ayura,Madera,12.8,Caminando,Sabado,19,1,1,43.1,14054,0,Lluvia,73
Sabaneta,Bello,8.1,Caminando,Sabado,9,0,1,16.9,8092,1,Tormenta,80
Universidad,Envigado,6.8,Taxi,Jueves,16,0,0,1.4,5494,3,Tormenta,20
Tricentenario,Prado,3.5,Caminando,Jueves,21,0,0,8.2,3878,0,Lluvia,21
Envigado,Cisneros,12.9,Caminando,Viernes,4,0,0,28.7,15377,1,Soleado,93
Cisneros,Aguacatala,13.2,Metro,Viernes,12,1,0,5.7,15827,1,Nublado,59
Envigado,La Estrella,10.3,Bus,Viernes,8,1,0,6.7,12000,2,Soleado,63
Aguacatala,San Antonio,13.1,Cable,Viernes,19,1,0,4.8,11751,2,Lluvia,98
Poblado,Niquia,11.7,Cable,Viernes,7,1,0,4.1,9957,2,Lluvia,53
La Estrella,Bello,6.0,Taxi,Jueves,21,0,0,1.3,6696,1,Lluvia,100
Cisneros,Prado,14.7,Taxi,Jueves,9,0,0,3.0,12333,2,Soleado,49
Aguacatala,Bello,12.9,Metro,Jueves,7,1,0,5.9,12461,3,Soleado,14
Itagui,San Javier,8.5,Cable,Martes,19,1,0,2.5,8109,2,Lluvia,64
Ayura,Parque Berrio,1.3,Taxi,Miercoles,15,0,0,0.3,1554,3,Tormenta,48
Cisneros,Niquia,9.6,Metro,Domingo,6,1,1,5.3,8698,0,Lluvia,84
Aguacatala,Alpujarra,10.3,Cable,Domingo,5,0,1,2.0,11186,1,Soleado,27
Itagui,Madera,10.0,Taxi,Martes,11,1,0,3.5,8460,3,Lluvia,18
Envigado,Alpujarra,12.2,Taxi,Viernes,7,1,0,2.9,11578,3,Tormenta,100
Prado,Industriales,8.6,Bus,Martes,11,1,0,6.6,10139,0,Tormenta,18
Poblado,Niquia,2.1,Taxi,Martes,5,0,0,0.5,2272,0,Lluvia,22
Hospital,Cisneros,6.4,Taxi,Miercoles,21,0,0,1.5,5952,1,Tormenta,67
Parque Berrio,Niquia,8.5,Bus,Jueves,23,0,0,3.0,7846,1,Soleado,29
Industriales,San Javier,10.9,Taxi,Jueves,18,1,0,2.9,10824,3,Tormenta,25
Sabaneta,Estadio,14.3,Cable,Viernes,13,1,0,4.6,13199,2,Nublado,14
Tricentenario,Cisneros,4.8,Bus,Lunes,21,0,0,2.0,4349,3,Tormenta,80
Hospital,Poblado,2.3,Cable,Jueves,19,1,0,0.8,2588,2,Lluvia,61
Acevedo,Parque Berrio,4.0,Taxi,Martes,19,1,0,1.3,4008,2,Tormenta,49
Tricentenario,Cisneros,4.4,Cable,Lunes,3,0,0,0.9,3670,2,Tormenta,88
La Estrella,San Antonio,7.8,Taxi,Domingo,5,0,1,1.5,7285,0,Lluvia,87
Bello,Niquia,14.6,Bus,Miercoles,10,0,0,6.7,12147,1,Lluvia,46
San Javier,Prado,3.5,Caminando,Jueves,15,0,0,8.1,2800,2,Tormenta,40
Hospital,Madera,11.2,Taxi,Viernes,8,1,0,3.7,12286,1,Nublado,55
Madera,Tricentenario,8.4,Taxi,Martes,18,1,0,2.8,7291,0,Lluvia,11
Itagui,San Antonio,10.1,Taxi,Lunes,14,1,0,3.0,10807,2,Soleado,17
Acevedo,Estadio,5.4,Caminando,Miercoles,7,1,0,16.3,5011,1,Tormenta,71
Envigado,Industriales,7.8,Bus,Jueves,3,0,0,3.2,6622,0,Tormenta,90
Ayura,San Antonio,11.7,Cable,Miercoles,4,0,0,2.5,12636,0,Nublado,64
Cisneros,Itagui,6.2,Bus,Martes,23,0,0,2.1,5580,0,Tormenta,14
Bello,Universidad,13.2,Bus,Martes,5,0,0,6.8,12817,0,Lluvia,27
Caribe,San Antonio,1.4,Metro,Miercoles,9,0,0,0.4,1345,0,Lluvia,50
Floresta,Itagui,14.8,Caminando,Viernes,0,0,0,28.4,13394,1,Nublado,27
Tricentenario,Parque Berrio,13.2,Metro,Viernes,10,0,0,4.6,11748,0,Lluvia,58
Tricentenario,San Javier,12.9,Metro,Martes,21,0,0,3.6,13842,2,Nublado,38
Itagui,Acevedo,6.1,Bus,Domingo,20,0,1,2.5,5240,1,Nublado,41
Floresta,Sabaneta,5.7,Taxi,Sabado,13,1,1,1.4,6812,2,Tormenta,64
Suramericana,Niquia,7.0,Bus,Viernes,18,1,0,4.0,7686,2,Nublado,65
Estadio,Poblado,10.3,Cable,Lunes,7,1,0,3.4,10722,1,Lluvia,61
Cisneros,Estadio,15.0,Metro,Sabado,22,0,1,6.0,14550,0,Lluvia,72
Estadio,Exposiciones,9.7,Bus,Miercoles,7,1,0,5.3,11640,2,Nublado,41
Exposiciones,Sabaneta,11.9,Taxi,Domingo,9,0,1,2.9,11912,3,Lluvia,95
Hospital,Alpujarra,2.8,Bus,Miercoles,18,1,0,2.0,2724,1,Nublado,47
Universidad,Floresta,5.2,Cable,Miercoles,18,1,0,1.3,5876,3,Nublado,90
Envigado,Hospital,6.8,Taxi,Lunes,6,1,0,2.1,7446,0,Tormenta,22
Exposiciones,Estadio,9.3,Caminando,Lunes,9,0,0,16.6,11048,0,Tormenta,22
Alpujarra,Hospital,13.6,Caminando,Miercoles,3,0,0,27.4,14090,0,Soleado,41
Niquia,Ayura,1.8,Bus,Domingo,4,0,1,0.8,2151,0,Soleado,45
Envigado,La Estrella,8.8,Cable,Jueves,17,1,0,2.7,7568,1,Soleado,46
Exposiciones,Cisneros,6.6,Bus,Viernes,9,0,0,2.4,5762,1,Tormenta,99
Parque Berrio,Exposiciones,7.4,Cable,Miercoles,6,1,0,2.5,8303,2,Soleado,37
Exposiciones,Sabaneta,14.9,Taxi,Martes,21,0,0,2.4,17269,3,Lluvia,82
Poblado,Madera,6.8,Caminando,Martes,14,1,0,22.2,7528,0,Soleado,23
Exposiciones,Acevedo,2.6,Bus,Domingo,18,1,1,1.7,3052,0,Soleado,34
Hospital,Prado,13.8,Taxi,Martes,6,1,0,4.1,15884,2,Soleado,46
Bello,Sabaneta,11.2,Caminando,Sabado,8,1,1,45.9,10192,0,Soleado,42
Envigado,Madera,9.1,Metro,Viernes,0,0,0,3.3,7662,0,Soleado,49
La Estrella,Caribe,12.9,Metro,Miercoles,16,0,0,5.0,13906,0,Soleado,89
Sabaneta,Bello,14.4,Bus,Viernes,4,0,0,6.7,16992,2,Lluvia,80
Prado,Tricentenario,2.0,Metro,Viernes,10,0,0,0.5,2286,0,Tormenta,85
Acevedo,Hospital,5.5,Caminando,Martes,1,0,0,10.9,4642,3,Soleado,36
Tricentenario,Cisneros,14.0,Metro,Domingo,21,0,1,5.3,13370,3,Soleado,30
Ayura,Itagui,2.9,Metro,Jueves,2,0,0,1.0,2764,2,Nublado,72
Santa Lucia,Madera,12.9,Caminando,Domingo,13,1,1,36.4,11558,0,Nublado,80
Suramericana,Madera,9.6,Metro,Domingo,15,0,1,2.7,8275,2,Nublado,41
La Estrella,Tricentenario,2.1,Metro,Sabado,9,0,1,0.6,1913,2,Soleado,62
Sabaneta,Santa Lucia,1.9,Cable,Viernes,5,0,0,0.4,1847,1,Lluvia,32
Estadio,La Estrella,2.9,Cable,Lunes,2,0,0,0.6,2416,3,Lluvia,76
Ayura,Alpujarra,8.1,Cable,Sabado,19,1,1,2.8,6602,2,Soleado,85
La Estrella,Floresta,14.1,Taxi,Domingo,14,1,1,4.8,14918,2,Nublado,33
Poblado,San Javier,6.7,Metro,Viernes,4,0,0,2.5,6613,0,Lluvia,58
Niquia,Ayura,5.1,Metro,Sabado,1,0,1,2.0,4366,1,Soleado,58
Ayura,San Javier,12.0,Cable,Jueves,8,1,0,4.1,9624,0,Tormenta,62
Envigado,La Estrella,7.8,Metro,Jueves,8,1,0,3.4,7004,0,Soleado,54
Suramericana,San Javier,8.7,Bus,Jueves,7,1,0,4.4,9344,2,Tormenta,51
Tricentenario,Envigado,1.4,Bus,Jueves,19,1,0,0.6,1312,3,Soleado,39
Alpujarra,Cisneros,5.9,Metro,Sabado,3,0,1,1.6,7056,2,Nublado,50
Estadio,Poblado,13.9,Bus,Miercoles,20,0,0,3.9,13177,0,Lluvia,72
Envigado,Bello,1.4,Caminando,Martes,16,0,0,6.9,1334,0,Lluvia,52
Hospital,San Antonio,12.0,Metro,Lunes,10,0,0,4.0,13620,2,Lluvia,70
Envigado,Industriales,8.7,Cable,Miercoles,23,0,0,1.6,9962,1,Soleado,59
Hospital,Suramericana,10.4,Taxi,Viernes,17,1,0,2.8,11866,1,Soleado,38
Cisneros,San Javier,12.5,Caminando,Sabado,8,1,1,38.1,12112,2,Lluvia,73
Suramericana,Alpujarra,8.6,Caminando,Lunes,9,0,0,15.7,10122,0,Tormenta,87
Industriales,Sabaneta,13.5,Metro,Sabado,9,0,1,4.5,13756,0,Tormenta,18
Floresta,Bello,4.4,Cable,Jueves,13,1,0,1.3,3617,0,Tormenta,50
Tricentenario,Aguacatala,10.3,Cable,Lunes,7,1,0,3.0,8971,2,Nublado,91
Niquia,Envigado,9.6,Taxi,Jueves,15,0,0,1.6,9629,2,Lluvia,48
Poblado,Suramericana,8.4,Cable,Jueves,10,0,0,1.7,7325,2,Nublado,37
Parque Berrio,Envigado,7.4,Metro,Viernes,8,1,0,2.8,6852,3,Soleado,51
Envigado,San Antonio,6.4,Taxi,Sabado,9,0,1,1.5,6355,0,Nublado,45
Caribe,Exposiciones,4.1,Cable,Sabado,7,1,1,1.3,3891,2,Nublado,38
Madera,Alpujarra,4.2,Caminando,Jueves,16,0,0,7.7,3658,3,Tormenta,33
Santa Lucia,Sabaneta,2.4,Caminando,Domingo,14,1,1,6.1,2081,0,Lluvia,21
