origen,destino,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,es_urgente,presupuesto,transporte_optimo
San Javier,Santa Lucia,3.1,Jueves,15,0,0,1,bajo,Taxi
Suramericana,Universidad,2.9,Domingo,23,0,1,0,medio,Metro
San Antonio,Sabaneta,11.4,Sabado,15,0,1,0,bajo,Bus
Itagui,San Antonio,16.2,Lunes,11,1,0,0,bajo,Bus
Niquia,Acevedo,8.6,Domingo,17,1,1,1,medio,Taxi
Cisneros,Niquia,8.0,Viernes,10,0,0,1,bajo,Taxi
Industriales,Niquia,9.8,Martes,2,0,0,1,alto,Taxi
Floresta,Universidad,4.0,Viernes,5,0,0,1,bajo,Taxi
Alpujarra,La Estrella,10.2,Viernes,11,1,0,1,medio,Taxi
Envigado,Parque Berrio,2.4,Miercoles,14,1,0,1,alto,Taxi
Suramericana,Envigado,12.0,Domingo,2,0,1,0,alto,Bus
Universidad,Prado,18.4,Sabado,1,0,1,1,alto,Taxi
Poblado,Caribe,13.2,Domingo,22,0,1,1,medio,Taxi
Aguacatala,Ayura,8.5,Viernes,7,1,0,1,bajo,Taxi
Acevedo,Santa Lucia,3.2,Sabado,18,1,1,1,medio,Taxi
Exposiciones,Ayura,19.7,Sabado,3,0,1,1,bajo,Taxi
Suramericana,Ayura,1.9,Domingo,3,0,1,1,alto,Taxi
Cisneros,Suramericana,7.4,Sabado,7,1,1,1,medio,Taxi
Parque Berrio,Alpujarra,17.9,Jueves,12,1,0,0,bajo,Bus
Caribe,Ayura,14.4,Lunes,7,1,0,1,medio,Taxi
Ayura,Floresta,11.3,Lunes,10,0,0,1,bajo,Taxi
Universidad,Industriales,2.5,Jueves,13,1,0,1,alto,Taxi
Exposiciones,La Estrella,10.3,Lunes,3,0,0,0,medio,Bus
Alpujarra,Cisneros,11.8,Lunes,7,1,0,1,medio,Taxi
Santa Lucia,Itagui,1.9,Viernes,8,1,0,0,bajo,Caminando
Industriales,Aguacatala,2.9,Martes,5,0,0,0,medio,Bus
Madera,Bello,4.6,Viernes,10,0,0,0,bajo,Taxi
Niquia,Ayura,1.0,Jueves,5,0,0,0,bajo,Caminando
Ayura,Sabaneta,5.5,Jueves,17,1,0,0,medio,Bus
Madera,Niquia,3.2,Lunes,17,1,0,1,bajo,Taxi
Tricentenario,Poblado,14.3,Martes,21,0,0,1,alto,Taxi
Santa Lucia,Itagui,10.8,Sabado,11,1,1,1,medio,Taxi
Estadio,Exposiciones,11.9,Sabado,15,0,1,1,bajo,Taxi
Universidad,Parque Berrio,16.1,Viernes,17,1,0,0,medio,Metro
Tricentenario,Hospital,13.9,Sabado,14,1,1,0,bajo,Bus
Santa Lucia,Exposiciones,4.3,Viernes,17,1,0,1,medio,Taxi
Acevedo,Estadio,14.8,Domingo,0,0,1,1,bajo,Taxi
La Estrella,Floresta,14.5,Viernes,5,0,0,0,alto,Bus
Sabaneta,Industriales,7.3,Lunes,15,0,0,1,alto,Taxi
Ayura,Cisneros,15.3,Martes,18,1,0,0,alto,Metro
Alpujarra,Poblado,9.4,Lunes,8,1,0,1,bajo,Taxi
Hospital,Universidad,18.7,Miercoles,18,1,0,0,medio,Bus
Alpujarra,Niquia,10.3,Lunes,7,1,0,0,medio,Bus
Tricentenario,Poblado,8.4,Domingo,19,1,1,1,medio,Taxi
Caribe,Universidad,17.0,Sabado,10,0,1,0,medio,Taxi
Itagui,Ayura,10.4,Domingo,1,0,1,0,bajo,Bus
Floresta,Bello,19.4,Miercoles,7,1,0,0,bajo,Bus
Niquia,Caribe,4.8,Miercoles,22,0,0,0,medio,Taxi
San Javier,Alpujarra,14.6,Jueves,17,1,0,1,bajo,Taxi
Caribe,Universidad,19.4,Jueves,18,1,0,0,alto,Bus
Suramericana,Bello,3.8,Viernes,4,0,0,1,medio,Taxi
Cisneros,Universidad,20.0,Martes,13,1,0,0,alto,Bus
Floresta,Ayura,8.6,Lunes,4,0,0,0,medio,Taxi
Itagui,Sabaneta,17.1,Lunes,7,1,0,1,bajo,Taxi
Envigado,San Antonio,7.6,Viernes,19,1,0,1,medio,Taxi
Acevedo,Itagui,15.8,Domingo,0,0,1,1,medio,Taxi
Caribe,Prado,20.0,Miercoles,7,1,0,1,alto,Taxi
Hospital,Sabaneta,8.5,Sabado,16,0,1,0,bajo,Bus
Universidad,Tricentenario,17.5,Domingo,10,0,1,1,bajo,Taxi
Itagui,Acevedo,2.3,Sabado,18,1,1,1,medio,Taxi
Sabaneta,San Javier,11.3,Jueves,23,0,0,1,bajo,Taxi
Aguacatala,La Estrella,11.1,Lunes,20,0,0,1,alto,Taxi
Madera,Alpujarra,18.8,Jueves,5,0,0,1,alto,Taxi
Universidad,Itagui,19.3,Jueves,21,0,0,0,bajo,Bus
Caribe,Exposiciones,10.8,Sabado,16,0,1,0,medio,Taxi
Acevedo,Itagui,19.3,Lunes,17,1,0,1,alto,Taxi
Prado,Caribe,13.0,Jueves,5,0,0,0,medio,Metro
Poblado,San Antonio,13.7,Jueves,5,0,0,0,medio,Taxi
Hospital,San Javier,1.9,Sabado,6,1,1,0,alto,Caminando
Alpujarra,Aguacatala,7.3,Domingo,20,0,1,1,medio,Taxi
Caribe,Floresta,17.9,Sabado,22,0,1,0,alto,Metro
Alpujarra,Bello,10.6,Domingo,21,0,1,1,medio,Taxi
Niquia,Sabaneta,1.9,Domingo,17,1,1,1,medio,Taxi
San Antonio,Sabaneta,3.5,Miercoles,20,0,0,0,alto,Bus
Cisneros,San Javier,16.1,Domingo,17,1,1,0,bajo,Bus
Alpujarra,Parque Berrio,5.3,Lunes,1,0,0,1,bajo,Taxi
Aguacatala,Envigado,8.6,Sabado,2,0,1,1,alto,Taxi
Estadio,Prado,4.9,Miercoles,22,0,0,1,alto,Taxi
San Javier,Bello,3.4,Domingo,4,0,1,1,bajo,Taxi
Aguacatala,Ayura,10.5,Martes,2,0,0,1,alto,Taxi
Prado,Santa Lucia,18.3,Domingo,10,0,1,0,alto,Metro
Niquia,Itagui,8.3,Domingo,12,1,1,1,alto,Taxi
Santa Lucia,Caribe,14.9,Miercoles,5,0,0,1,medio,Taxi
San Antonio,Prado,5.0,Viernes,22,0,0,1,medio,Taxi
Alpujarra,Estadio,9.4,Viernes,5,0,0,1,bajo,Taxi
Envigado,Hospital,14.8,Viernes,16,0,0,0,medio,Taxi
Itagui,San Javier,2.1,Lunes,11,1,0,0,medio,Bus
Madera,Tricentenario,3.7,Viernes,13,1,0,1,medio,Taxi
Floresta,Aguacatala,4.4,Jueves,6,1,0,0,alto,Bus
Floresta,Aguacatala,7.7,Sabado,20,0,1,1,alto,Taxi
Niquia,Envigado,17.5,Jueves,22,0,0,1,medio,Taxi
Industriales,Exposiciones,3.2,Domingo,12,1,1,1,medio,Taxi
Niquia,Sabaneta,4.5,Lunes,12,1,0,0,medio,Bus
Tricentenario,Sabaneta,7.3,Miercoles,14,1,0,1,bajo,Taxi
Niquia,La Estrella,18.1,Sabado,15,0,1,1,alto,Taxi
Niquia,Bello,12.9,Domingo,6,1,1,0,medio,Bus
Acevedo,Bello,12.3,Sabado,22,0,1,1,medio,Taxi
Madera,Poblado,13.5,Viernes,5,0,0,0,bajo,Bus
Sabaneta,Santa Lucia,3.7,Lunes,1,0,0,0,medio,Taxi
Bello,Envigado,6.9,Sabado,3,0,1,0,alto,Metro
Industriales,Madera,5.2,Viernes,22,0,0,1,alto,Taxi
Parque Berrio,San Javier,10.4,Jueves,16,0,0,0,medio,Bus
Santa Lucia,Hospital,7.6,Miercoles,9,0,0,1,alto,Taxi
Universidad,Alpujarra,8.1,Sabado,13,1,1,0,bajo,Bus
Alpujarra,Niquia,19.5,Martes,11,1,0,1,alto,Taxi
Floresta,Universidad,3.3,Jueves,16,0,0,1,alto,Taxi
San Antonio,Poblado,9.7,Lunes,15,0,0,1,bajo,Taxi
Alpujarra,San Javier,13.6,Viernes,17,1,0,1,bajo,Taxi
Madera,Aguacatala,15.4,Martes,18,1,0,1,medio,Taxi
Industriales,Tricentenario,11.6,Viernes,5,0,0,1,medio,Taxi
San Antonio,Madera,8.8,Domingo,3,0,1,0,alto,Taxi
Santa Lucia,Universidad,5.5,Sabado,22,0,1,0,bajo,Bus
Bello,Parque Berrio,16.0,Viernes,4,0,0,0,bajo,Bus
Exposiciones,Envigado,11.1,Sabado,18,1,1,0,alto,Bus
Cisneros,San Javier,12.3,Sabado,11,1,1,1,bajo,Taxi
Suramericana,Universidad,19.9,Domingo,0,0,1,0,bajo,Bus
San Antonio,Sabaneta,8.2,Martes,12,1,0,0,alto,Taxi
Cisneros,Tricentenario,7.7,Jueves,16,0,0,0,bajo,Bus
Envigado,Santa Lucia,5.8,Martes,5,0,0,0,medio,Metro
Envigado,Universidad,19.2,Sabado,23,0,1,1,alto,Taxi
San Antonio,Cisneros,3.1,Miercoles,0,0,0,1,alto,Taxi
Hospital,Industriales,15.4,Domingo,1,0,1,0,alto,Metro
Sabaneta,Universidad,5.0,Sabado,14,1,1,0,alto,Metro
Parque Berrio,Niquia,11.3,Domingo,7,1,1,0,bajo,Bus
Estadio,Parque Berrio,16.6,Domingo,19,1,1,0,medio,Bus
Prado,Suramericana,16.7,Martes,22,0,0,1,bajo,Taxi
Madera,La Estrella,12.6,Viernes,11,1,0,0,alto,Taxi
Alpujarra,Hospital,11.7,Domingo,8,1,1,1,alto,Taxi
Niquia,Bello,18.5,Martes,4,0,0,1,alto,Taxi
Alpujarra,Sabaneta,1.2,Viernes,13,1,0,1,bajo,Taxi
Madera,Tricentenario,14.0,Lunes,8,1,0,1,bajo,Taxi
San Antonio,Caribe,17.6,Martes,11,1,0,1,alto,Taxi
Madera,Estadio,1.3,Sabado,0,0,1,0,alto,Bus
San Antonio,Caribe,15.6,Jueves,18,1,0,1,medio,Taxi
Ayura,Tricentenario,3.8,Martes,10,0,0,1,bajo,Taxi
Hospital,Estadio,4.5,Sabado,14,1,1,1,bajo,Taxi
Sabaneta,Estadio,9.2,Domingo,19,1,1,1,alto,Taxi
Santa Lucia,Parque Berrio,7.0,Viernes,13,1,0,1,medio,Taxi
Cisneros,Itagui,7.6,Viernes,12,1,0,0,alto,Metro
Madera,Bello,18.5,Lunes,4,0,0,1,alto,Taxi
Hospital,Niquia,10.1,Jueves,8,1,0,1,medio,Taxi
Envigado,Cisneros,4.6,Viernes,1,0,0,1,medio,Taxi
Madera,Aguacatala,7.2,Miercoles,10,0,0,1,bajo,Taxi
Ayura,Estadio,5.0,Viernes,5,0,0,0,medio,Bus
Bello,Sabaneta,9.4,Martes,11,1,0,0,medio,Bus
San Antonio,Envigado,3.4,Martes,2,0,0,1,bajo,Taxi
Universidad,San Javier,16.0,Sabado,2,0,1,1,bajo,Taxi
Ayura,Niquia,8.9,Domingo,17,1,1,0,medio,Bus
Sabaneta,Poblado,4.3,Domingo,12,1,1,1,alto,Taxi
Cisneros,Industriales,16.3,Domingo,4,0,1,0,bajo,Bus
Santa Lucia,Niquia,18.6,Sabado,22,0,1,0,bajo,Bus
San Javier,Exposiciones,20.0,Viernes,9,0,0,0,medio,Bus
Itagui,Prado,10.4,Miercoles,21,0,0,0,bajo,Bus
Sabaneta,Industriales,18.6,Jueves,1,0,0,0,bajo,Bus
Madera,Poblado,16.2,Domingo,11,1,1,1,alto,Taxi
Tricentenario,Caribe,6.2,Martes,8,1,0,1,bajo,Taxi
Suramericana,Tricentenario,6.1,Jueves,6,1,0,0,medio,Bus
Madera,Floresta,10.8,Jueves,0,0,0,1,medio,Taxi
Hospital,Cisneros,7.6,Martes,5,0,0,0,medio,Taxi
San Antonio,Parque Berrio,3.1,Miercoles,13,1,0,0,medio,Bus
La Estrella,San Antonio,4.2,Miercoles,3,0,0,0,bajo,Bus
San Javier,Caribe,1.3,Martes,14,1,0,1,alto,Taxi
Alpujarra,Acevedo,5.0,Domingo,9,0,1,1,bajo,Taxi
Industriales,Tricentenario,9.2,Domingo,1,0,1,0,alto,Bus
Aguacatala,San Javier,4.4,Martes,4,0,0,0,bajo,Taxi
Envigado,Poblado,8.1,Lunes,1,0,0,0,medio,Taxi
Suramericana,Cisneros,15.8,Viernes,1,0,0,1,medio,Taxi
Hospital,Universidad,14.4,Miercoles,14,1,0,1,alto,Taxi
Sabaneta,Universidad,17.7,Jueves,7,1,0,1,medio,Taxi
Niquia,Suramericana,13.5,Lunes,17,1,0,1,bajo,Taxi
Aguacatala,Bello,11.3,Domingo,21,0,1,1,medio,Taxi
Santa Lucia,Parque Berrio,14.8,Viernes,13,1,0,0,medio,Taxi
Alpujarra,Acevedo,1.3,Domingo,3,0,1,0,bajo,Caminando
San Javier,San Antonio,16.7,Martes,7,1,0,1,alto,Taxi
Suramericana,Hospital,8.7,Martes,0,0,0,1,alto,Taxi
Poblado,Ayura,1.4,Miercoles,9,0,0,1,medio,Taxi
Santa Lucia,Alpujarra,13.6,Lunes,22,0,0,1,alto,Taxi
Caribe,Estadio,11.5,Martes,3,0,0,0,medio,Taxi
Caribe,Exposiciones,11.2,Miercoles,23,0,0,0,alto,Taxi
Poblado,Envigado,19.7,Viernes,4,0,0,1,alto,Taxi
Itagui,Acevedo,12.8,Jueves,21,0,0,1,medio,Taxi
Madera,Acevedo,16.5,Domingo,19,1,1,1,medio,Taxi
Universidad,Madera,13.2,Miercoles,22,0,0,0,bajo,Bus
Estadio,Hospital,2.0,Sabado,22,0,1,1,alto,Taxi
Prado,Alpujarra,7.7,Domingo,15,0,1,1,medio,Taxi
Niquia,Hospital,19.3,Miercoles,0,0,0,0,medio,Bus
Exposiciones,Universidad,19.6,Viernes,14,1,0,1,bajo,Taxi
Caribe,Santa Lucia,20.0,Miercoles,1,0,0,1,medio,Taxi
Sabaneta,Bello,17.2,Lunes,21,0,0,1,alto,Taxi
La Estrella,Aguacatala,6.9,Lunes,6,1,0,1,alto,Taxi
Acevedo,Universidad,2.7,Viernes,21,0,0,0,medio,Taxi
Madera,Industriales,7.1,Jueves,17,1,0,1,medio,Taxi
Floresta,Santa Lucia,3.5,Lunes,5,0,0,0,alto,Taxi
Prado,Parque Berrio,6.1,Miercoles,12,1,0,1,medio,Taxi
La Estrella,Exposiciones,16.9,Lunes,15,0,0,0,medio,Bus
Prado,Envigado,16.5,Martes,4,0,0,1,medio,Taxi
Hospital,Estadio,9.7,Martes,11,1,0,1,medio,Taxi
Santa Lucia,San Antonio,16.6,Lunes,16,0,0,1,bajo,Taxi
Acevedo,Poblado,1.6,Viernes,20,0,0,0,bajo,Caminando
Envigado,Estadio,4.3,Lunes,5,0,0,0,bajo,Taxi
Aguacatala,San Antonio,5.3,Miercoles,20,0,0,0,medio,Bus
Estadio,Santa Lucia,17.3,Viernes,21,0,0,1,bajo,Taxi
Estadio,Aguacatala,12.4,Domingo,15,0,1,0,alto,Bus
Industriales,Prado,13.8,Domingo,15,0,1,0,medio,Bus
Poblado,Madera,1.8,Viernes,20,0,0,1,bajo,Taxi
Tricentenario,Poblado,17.9,Viernes,21,0,0,1,bajo,Taxi
Cisneros,Hospital,14.3,Miercoles,19,1,0,1,alto,Taxi
Ayura,Industriales,19.3,Jueves,11,1,0,0,medio,Taxi
Parque Berrio,Caribe,11.6,Jueves,5,0,0,0,alto,Taxi
Acevedo,Industriales,12.7,Miercoles,17,1,0,1,alto,Taxi
Ayura,Exposiciones,15.3,Lunes,23,0,0,0,bajo,Bus
Tricentenario,Hospital,14.4,Miercoles,18,1,0,1,alto,Taxi
Niquia,Envigado,1.8,Jueves,8,1,0,0,medio,Caminando
Sabaneta,Envigado,1.7,Martes,1,0,0,0,medio,Caminando
Parque Berrio,Caribe,1.8,Miercoles,23,0,0,1,alto,Taxi
Floresta,Tricentenario,2.1,Miercoles,20,0,0,0,bajo,Metro
Bello,Cisneros,10.5,Jueves,21,0,0,1,alto,Taxi
Madera,La Estrella,12.1,Viernes,13,1,0,0,bajo,Bus
Floresta,Exposiciones,4.1,Jueves,1,0,0,0,medio,Bus
Sabaneta,Madera,9.0,Jueves,1,0,0,0,bajo,Bus
Tricentenario,Industriales,13.1,Miercoles,22,0,0,0,medio,Metro
Parque Berrio,Envigado,10.7,Miercoles,14,1,0,1,bajo,Taxi
Caribe,Itagui,9.9,Viernes,9,0,0,1,bajo,Taxi
Industriales,Poblado,5.9,Martes,10,0,0,0,bajo,Bus
Acevedo,Ayura,2.7,Domingo,6,1,1,1,bajo,Taxi
Madera,Sabaneta,11.9,Miercoles,18,1,0,0,medio,Metro
San Javier,Hospital,1.7,Domingo,10,0,1,0,bajo,Bus
La Estrella,Estadio,15.1,Domingo,5,0,1,0,alto,Metro
Bello,Acevedo,15.6,Miercoles,16,0,0,1,medio,Taxi
Parque Berrio,Industriales,19.6,Viernes,11,1,0,1,bajo,Taxi
Acevedo,Floresta,13.1,Miercoles,3,0,0,1,alto,Taxi
Universidad,Exposiciones,7.6,Miercoles,4,0,0,0,medio,Bus
Niquia,Itagui,5.1,Domingo,10,0,1,0,medio,Taxi
La Estrella,Alpujarra,19.6,Sabado,12,1,1,1,medio,Taxi
Poblado,Prado,9.6,Sabado,16,0,1,0,medio,Metro
Alpujarra,Floresta,12.4,Jueves,9,0,0,0,alto,Metro
Ayura,Parque Berrio,5.9,Domingo,17,1,1,0,bajo,Bus
Floresta,Niquia,11.3,Miercoles,1,0,0,0,medio,Metro
Floresta,Itagui,5.3,Jueves,12,1,0,1,medio,Taxi
San Antonio,San Javier,18.1,Jueves,19,1,0,0,medio,Metro
Acevedo,San Antonio,5.9,Jueves,2,0,0,0,alto,Bus
Caribe,Exposiciones,2.2,Lunes,0,0,0,0,medio,Bus
Parque Berrio,Acevedo,16.9,Jueves,9,0,0,0,bajo,Bus
Acevedo,Santa Lucia,3.2,Sabado,16,0,1,0,alto,Metro
Alpujarra,Tricentenario,12.2,Viernes,0,0,0,0,alto,Taxi
Industriales,Alpujarra,6.0,Martes,22,0,0,1,alto,Taxi
Ayura,Universidad,10.8,Viernes,8,1,0,1,bajo,Taxi
Caribe,Ayura,9.9,Jueves,20,0,0,1,bajo,Taxi
Santa Lucia,Bello,10.8,Lunes,13,1,0,1,bajo,Taxi
Poblado,Industriales,15.7,Martes,6,1,0,1,alto,Taxi
Ayura,Parque Berrio,1.8,Sabado,4,0,1,1,alto,Taxi
Universidad,Estadio,7.1,Sabado,14,1,1,1,alto,Taxi
Tricentenario,Estadio,4.4,Martes,18,1,0,1,alto,Taxi
San Antonio,Envigado,8.6,Miercoles,17,1,0,1,alto,Taxi
Itagui,Acevedo,11.3,Lunes,8,1,0,0,bajo,Bus
Parque Berrio,Acevedo,3.6,Martes,18,1,0,0,bajo,Bus
Industriales,Estadio,7.4,Sabado,1,0,1,1,alto,Taxi
Ayura,Hospital,1.7,Viernes,17,1,0,1,medio,Taxi
San Javier,Niquia,1.2,Lunes,21,0,0,1,bajo,Taxi
Bello,San Antonio,16.2,Martes,12,1,0,0,alto,Taxi
Floresta,Envigado,9.2,Miercoles,11,1,0,0,alto,Bus
Parque Berrio,Industriales,8.6,Sabado,17,1,1,0,bajo,Bus
Santa Lucia,Aguacatala,16.5,Jueves,8,1,0,1,medio,Taxi
Cisneros,San Antonio,14.1,Domingo,6,1,1,1,alto,Taxi
Itagui,Madera,16.4,Domingo,7,1,1,1,bajo,Taxi
Alpujarra,San Javier,4.3,Domingo,4,0,1,1,medio,Taxi
Poblado,Envigado,8.2,Viernes,9,0,0,0,alto,Taxi
Prado,Suramericana,10.3,Lunes,23,0,0,1,alto,Taxi
Hospital,Floresta,9.8,Jueves,17,1,0,1,bajo,Taxi
Madera,Niquia,6.5,Miercoles,5,0,0,1,medio,Taxi
Caribe,Parque Berrio,12.9,Domingo,11,1,1,1,alto,Taxi
La Estrella,Itagui,9.0,Miercoles,13,1,0,0,bajo,Bus
Suramericana,Itagui,4.8,Sabado,23,0,1,0,bajo,Bus
Sabaneta,Acevedo,18.6,Jueves,10,0,0,1,medio,Taxi
Sabaneta,Envigado,9.7,Sabado,16,0,1,0,medio,Metro
Bello,Suramericana,7.8,Lunes,11,1,0,1,bajo,Taxi
Suramericana,Santa Lucia,4.6,Miercoles,14,1,0,1,alto,Taxi
Industriales,Aguacatala,12.7,Lunes,2,0,0,1,bajo,Taxi
Estadio,La Estrella,3.9,Sabado,2,0,1,1,alto,Taxi
Exposiciones,Caribe,17.0,Viernes,12,1,0,0,bajo,Bus
La Estrella,Exposiciones,19.3,Sabado,2,0,1,0,bajo,Bus
Poblado,San Javier,13.5,Miercoles,3,0,0,1,bajo,Taxi
Universidad,Suramericana,1.5,Martes,4,0,0,1,bajo,Taxi
Tricentenario,Poblado,1.2,Miercoles,15,0,0,0,bajo,Caminando
Envigado,Madera,16.3,Viernes,20,0,0,1,bajo,Taxi
Niquia,Exposiciones,11.6,Lunes,9,0,0,1,bajo,Taxi
Sabaneta,Niquia,2.7,Jueves,16,0,0,1,alto,Taxi
Floresta,Industriales,2.9,Viernes,21,0,0,0,bajo,Metro
Acevedo,Santa Lucia,16.3,Martes,10,0,0,0,bajo,Bus
Suramericana,Aguacatala,2.0,Martes,1,0,0,1,bajo,Taxi
Prado,Cisneros,4.4,Miercoles,23,0,0,0,medio,Metro
Universidad,Sabaneta,2.1,Martes,19,1,0,0,alto,Bus
Aguacatala,Cisneros,3.2,Domingo,21,0,1,1,alto,Taxi
San Antonio,Alpujarra,11.8,Martes,3,0,0,0,alto,Metro
Poblado,Caribe,1.2,Martes,20,0,0,0,alto,Bus
San Javier,Sabaneta,8.4,Lunes,13,1,0,1,bajo,Taxi
Itagui,Estadio,15.2,Domingo,7,1,1,1,bajo,Taxi
Madera,Exposiciones,9.4,Jueves,1,0,0,1,bajo,Taxi
Universidad,Industriales,2.3,Lunes,20,0,0,1,alto,Taxi
San Antonio,Madera,5.2,Sabado,8,1,1,1,bajo,Taxi
Universidad,Industriales,19.6,Domingo,16,0,1,0,alto,Taxi
Exposiciones,Santa Lucia,6.0,Miercoles,0,0,0,1,bajo,Taxi
Alpujarra,Exposiciones,10.5,Lunes,12,1,0,0,bajo,Bus
Poblado,Ayura,5.7,Martes,5,0,0,0,medio,Metro
Envigado,Suramericana,3.0,Domingo,14,1,1,1,medio,Taxi
Estadio,Parque Berrio,9.3,Domingo,2,0,1,0,medio,Metro
Suramericana,La Estrella,16.1,Lunes,13,1,0,0,medio,Metro
Caribe,Hospital,9.0,Miercoles,2,0,0,0,bajo,Bus
Suramericana,Caribe,16.2,Domingo,20,0,1,1,alto,Taxi
Santa Lucia,Poblado,2.6,Lunes,2,0,0,0,medio,Bus
Prado,Tricentenario,6.9,Miercoles,2,0,0,1,medio,Taxi
Santa Lucia,Hospital,15.8,Domingo,0,0,1,0,alto,Metro
Caribe,Tricentenario,2.8,Lunes,8,1,0,1,alto,Taxi
Exposiciones,Estadio,10.0,Lunes,23,0,0,1,bajo,Taxi
Universidad,Floresta,8.7,Jueves,13,1,0,1,medio,Taxi
Exposiciones,Tricentenario,14.1,Miercoles,16,0,0,0,medio,Metro
Caribe,La Estrella,8.2,Viernes,14,1,0,1,bajo,Taxi
Cisneros,Madera,11.2,Viernes,19,1,0,1,alto,Taxi
Itagui,Bello,13.0,Martes,6,1,0,0,medio,Bus
Ayura,Floresta,4.7,Miercoles,8,1,0,1,alto,Taxi
Madera,Hospital,11.5,Sabado,12,1,1,1,bajo,Taxi
Parque Berrio,Tricentenario,5.2,Miercoles,19,1,0,1,bajo,Taxi
San Antonio,Ayura,12.4,Lunes,4,0,0,1,alto,Taxi
Universidad,Parque Berrio,8.4,Martes,11,1,0,0,bajo,Bus
San Antonio,Madera,1.5,Jueves,17,1,0,1,alto,Taxi
Alpujarra,Acevedo,2.4,Miercoles,7,1,0,1,medio,Taxi
San Antonio,Acevedo,4.1,Viernes,6,1,0,0,alto,Bus
Suramericana,Santa Lucia,11.3,Lunes,8,1,0,0,bajo,Bus
Industriales,San Antonio,17.3,Martes,13,1,0,0,medio,Bus
Madera,Floresta,18.8,Sabado,0,0,1,0,alto,Taxi
La Estrella,Itagui,11.3,Lunes,9,0,0,1,alto,Taxi
Ayura,Tricentenario,15.0,Domingo,23,0,1,1,alto,Taxi
Tricentenario,Suramericana,19.9,Miercoles,1,0,0,0,bajo,Bus
Hospital,Acevedo,18.5,Lunes,4,0,0,1,medio,Taxi
Hospital,Suramericana,12.3,Domingo,1,0,1,1,alto,Taxi
San Antonio,La Estrella,15.5,Domingo,1,0,1,1,medio,Taxi
Alpujarra,Ayura,6.9,Viernes,1,0,0,0,alto,Bus
Madera,Poblado,1.9,Lunes,10,0,0,1,medio,Taxi
Madera,Industriales,5.0,Sabado,8,1,1,1,alto,Taxi
Universidad,Tricentenario,14.6,Miercoles,9,0,0,0,alto,Taxi
Cisneros,San Javier,1.3,Lunes,5,0,0,0,alto,Caminando
Niquia,San Antonio,14.1,Martes,6,1,0,0,alto,Bus
San Antonio,San Javier,5.3,Jueves,16,0,0,0,medio,Bus
Aguacatala,Acevedo,15.8,Viernes,0,0,0,1,alto,Taxi
Tricentenario,Industriales,4.1,Viernes,4,0,0,1,medio,Taxi
Universidad,Cisneros,17.5,Domingo,16,0,1,1,bajo,Taxi
Bello,Ayura,5.1,Miercoles,15,0,0,0,bajo,Bus
Prado,Caribe,19.7,Lunes,5,0,0,1,bajo,Taxi
Poblado,San Antonio,8.8,Domingo,16,0,1,1,bajo,Taxi
Alpujarra,Madera,3.8,Domingo,2,0,1,0,medio,Taxi
San Javier,Madera,17.7,Martes,5,0,0,0,medio,Metro
Sabaneta,Alpujarra,11.4,Viernes,6,1,0,0,medio,Bus
Industriales,Floresta,12.0,Lunes,4,0,0,0,bajo,Bus
Hospital,Acevedo,2.8,Miercoles,18,1,0,1,medio,Taxi
Alpujarra,Floresta,14.6,Viernes,11,1,0,0,bajo,Bus
Hospital,Madera,13.8,Miercoles,5,0,0,0,bajo,Bus
Santa Lucia,Caribe,3.6,Martes,10,0,0,0,alto,Taxi
Madera,Acevedo,16.3,Viernes,14,1,0,0,medio,Bus
Envigado,Suramericana,12.5,Viernes,16,0,0,1,bajo,Taxi
Alpujarra,Itagui,14.4,Miercoles,21,0,0,1,alto,Taxi
Acevedo,Poblado,12.2,Miercoles,23,0,0,0,bajo,Bus
Floresta,Estadio,18.4,Jueves,8,1,0,0,medio,Bus
Caribe,Tricentenario,18.3,Domingo,14,1,1,0,medio,Bus
Alpujarra,Cisneros,7.7,Sabado,22,0,1,0,bajo,Bus
La Estrella,Santa Lucia,16.4,Domingo,23,0,1,1,alto,Taxi
Estadio,Aguacatala,19.8,Jueves,14,1,0,0,bajo,Bus
Madera,San Javier,3.9,Domingo,16,0,1,0,alto,Taxi
Suramericana,Parque Berrio,12.4,Jueves,20,0,0,0,bajo,Bus
Floresta,Madera,12.9,Lunes,2,0,0,1,bajo,Taxi
Itagui,Acevedo,12.3,Viernes,11,1,0,1,bajo,Taxi
San Antonio,La Estrella,10.4,Jueves,6,1,0,0,medio,Bus
Parque Berrio,Madera,2.9,Viernes,16,0,0,1,alto,Taxi
Madera,Floresta,8.9,Jueves,23,0,0,1,medio,Taxi
Prado,La Estrella,16.0,Sabado,1,0,1,0,bajo,Bus
Poblado,La Estrella,9.5,Martes,8,1,0,1,alto,Taxi
Sabaneta,Industriales,18.5,Martes,9,0,0,1,alto,Taxi
Madera,Santa Lucia,3.9,Lunes,13,1,0,0,bajo,Bus
Caribe,Madera,13.0,Viernes,18,1,0,0,alto,Metro
Tricentenario,Niquia,16.2,Miercoles,20,0,0,1,alto,Taxi
San Javier,Tricentenario,8.1,Jueves,21,0,0,0,bajo,Bus
Exposiciones,Alpujarra,9.6,Martes,0,0,0,1,bajo,Taxi
Ayura,Poblado,12.4,Viernes,10,0,0,0,medio,Bus
Cisneros,Itagui,12.6,Lunes,8,1,0,1,alto,Taxi
