origen,destino,tipo_transporte,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,fecha,clima
Caribe,Prado,Taxi,12.1,Jueves,13,1,0,95.3,15816,1,2025-06-26,Soleado
Caribe,Exposiciones,Taxi,6.3,Jueves,11,1,0,55.8,10248,0,2025-10-02,Lluvia
Santa Lucia,Poblado,Bus,11.3,Sabado,16,0,1,12.3,2800,0,2025-04-12,Soleado
Sabaneta,San Antonio,Bus,7.7,Domingo,10,0,1,11.4,2800,0,2025-09-14,Lluvia
Hospital,Alpujarra,Caminando,9.1,Miercoles,0,0,0,27.6,0,1,2025-11-05,Tormenta
Bello,San Antonio,Cable,11.3,Viernes,20,0,0,35.7,0,0,2025-11-28,Lluvia
Prado,Universidad,Cable,2.2,Lunes,12,1,0,12.9,0,0,2025-01-27,Lluvia
Industriales,Prado,Cable,11.6,Jueves,4,0,0,38.7,0,0,2025-08-28,Soleado
Alpujarra,Santa Lucia,Taxi,12.4,Lunes,2,0,0,72.7,13420,0,2025-12-22,Nublado
Poblado,Ayura,Bus,11.9,Jueves,3,0,0,37.0,2800,0,2025-10-23,Tormenta
Niquia,San Antonio,Bus,1.5,Domingo,13,1,1,3.3,3360,1,2025-07-06,Lluvia
Industriales,Sabaneta,Caminando,6.5,Martes,6,1,0,36.5,0,1,2025-05-06,Tormenta
Aguacatala,Floresta,Metro,11.3,Miercoles,4,0,0,11.4,3200,0,2025-10-08,Lluvia
Estadio,Madera,Caminando,8.1,Jueves,16,0,0,28.4,0,0,2025-01-09,Lluvia
San Javier,Sabaneta,Metro,9.0,Viernes,15,0,0,8.1,3200,1,2025-07-18,Tormenta
Exposiciones,Niquia,Taxi,12.8,Domingo,10,0,1,50.1,13740,1,2025-11-23,Soleado
Santa Lucia,Poblado,Metro,11.7,Jueves,20,0,0,13.8,3200,0,2025-05-15,Tormenta
Niquia,Poblado,Cable,11.7,Miercoles,5,0,0,39.0,0,0,2025-04-16,Soleado
Aguacatala,Universidad,Caminando,10.4,Sabado,5,0,1,26.3,0,1,2025-10-25,Soleado
Envigado,Tricentenario,Cable,11.8,Viernes,10,0,0,36.1,0,0,2025-12-26,Soleado
Envigado,Industriales,Taxi,6.7,Domingo,8,1,1,73.8,10632,0,2025-11-09,Nublado
Madera,Santa Lucia,Bus,2.6,Martes,9,0,0,4.2,2800,0,2025-06-17,Tormenta
Niquia,Industriales,Caminando,12.5,Miercoles,2,0,0,74.7,0,0,2025-04-02,Nublado
Prado,Hospital,Caminando,10.2,Sabado,23,0,1,22.0,0,1,2025-09-20,Soleado
Poblado,Estadio,Caminando,8.0,Jueves,13,1,0,50.5,0,0,2025-02-27,Lluvia
San Javier,Hospital,Metro,2.4,Miercoles,20,0,0,2.7,3200,0,2025-06-25,Nublado
La Estrella,Ayura,Metro,14.2,Miercoles,0,0,0,16.9,3200,1,2025-06-18,Nublado
Industriales,San Javier,Taxi,3.9,Miercoles,14,1,0,30.9,7944,0,2025-01-22,Soleado
Poblado,Caribe,Cable,9.4,Martes,16,0,0,31.6,0,0,2025-03-18,Lluvia
Cisneros,Parque Berrio,Caminando,7.4,Martes,0,0,0,26.1,0,0,2025-06-17,Nublado
La Estrella,San Javier,Cable,2.1,Jueves,8,1,0,11.2,0,0,2025-11-20,Soleado
Floresta,Sabaneta,Cable,6.7,Miercoles,5,0,0,19.3,0,0,2025-02-26,Soleado
Hospital,La Estrella,Metro,14.9,Viernes,1,0,0,15.1,3200,0,2025-08-22,Lluvia
Prado,Universidad,Taxi,10.0,Sabado,12,1,1,50.8,13800,0,2025-11-01,Tormenta
Niquia,Acevedo,Bus,12.3,Lunes,23,0,0,25.9,2800,1,2025-01-06,Lluvia
Universidad,Poblado,Caminando,14.1,Viernes,18,1,0,61.9,0,0,2025-01-10,Soleado
Caribe,Itagui,Taxi,12.5,Domingo,14,1,1,82.9,16200,0,2025-10-19,Tormenta
Niquia,Caribe,Taxi,2.9,Lunes,12,1,0,25.7,6984,1,2025-05-05,Lluvia
Hospital,Floresta,Cable,10.8,Domingo,16,0,1,30.4,0,0,2025-05-11,Lluvia
San Javier,Niquia,Bus,12.8,Jueves,22,0,0,26.7,2800,1,2025-07-24,Tormenta
Aguacatala,Hospital,Caminando,6.8,Miercoles,8,1,0,44.2,0,1,2025-07-09,Soleado
Exposiciones,Industriales,Cable,5.0,Jueves,19,1,0,20.9,0,0,2025-11-06,Tormenta
San Javier,Caribe,Bus,9.5,Domingo,8,1,1,16.5,3360,0,2025-01-26,Nublado
Niquia,Industriales,Cable,14.3,Miercoles,2,0,0,51.7,0,1,2025-07-23,Lluvia
Exposiciones,La Estrella,Caminando,9.2,Martes,21,0,0,35.8,0,0,2025-11-04,Nublado
Universidad,Alpujarra,Caminando,10.9,Martes,12,1,0,55.9,0,0,2025-09-02,Tormenta
Niquia,San Antonio,Metro,1.7,Miercoles,8,1,0,3.2,3840,0,2025-05-07,Nublado
Acevedo,Alpujarra,Bus,14.7,Miercoles,16,0,0,26.9,2800,1,2025-11-05,Soleado
Niquia,Bello,Metro,10.1,Jueves,9,0,0,11.4,3200,0,2025-05-29,Soleado
Suramericana,Parque Berrio,Bus,4.0,Sabado,9,0,1,4.0,2800,0,2025-01-18,Tormenta
San Antonio,Tricentenario,Caminando,9.3,Viernes,4,0,0,33.2,0,0,2025-08-29,Tormenta
Parque Berrio,Caribe,Bus,9.7,Domingo,0,0,1,13.1,2800,0,2025-06-01,Nublado
San Antonio,Hospital,Metro,7.0,Domingo,15,0,1,6.2,3200,0,2025-10-19,Tormenta
Tricentenario,Sabaneta,Caminando,6.6,Sabado,20,0,1,26.3,0,0,2025-01-18,Soleado
Poblado,La Estrella,Cable,9.0,Martes,3,0,0,38.7,0,0,2025-07-29,Lluvia
Niquia,San Antonio,Bus,2.7,Sabado,15,0,1,2.8,2800,1,2025-06-07,Nublado
Aguacatala,Santa Lucia,Caminando,1.2,Miercoles,12,1,0,6.3,0,0,2025-06-11,Soleado
Aguacatala,Alpujarra,Metro,11.6,Sabado,13,1,1,14.4,3840,1,2025-04-26,Lluvia
Cisneros,Sabaneta,Caminando,9.3,Domingo,23,0,1,23.0,0,0,2025-11-02,Nublado
Parque Berrio,Estadio,Bus,12.9,Sabado,9,0,1,14.2,2800,0,2025-05-31,Tormenta
Industriales,Niquia,Cable,11.8,Miercoles,13,1,0,56.5,0,0,2025-10-01,Soleado
Santa Lucia,Aguacatala,Cable,12.0,Sabado,2,0,1,31.2,0,0,2025-06-14,Lluvia
Madera,Ayura,Bus,2.1,Miercoles,5,0,0,3.4,2800,1,2025-12-03,Soleado
Envigado,Cisneros,Taxi,5.8,Jueves,0,0,0,34.0,8140,0,2025-09-18,Lluvia
Cisneros,Poblado,Taxi,10.4,Lunes,22,0,0,48.1,11820,0,2025-05-19,Soleado
La Estrella,Aguacatala,Cable,1.2,Jueves,1,0,0,3.7,0,1,2025-01-02,Lluvia
San Antonio,Parque Berrio,Metro,14.9,Sabado,8,1,1,14.5,3840,0,2025-10-04,Nublado
Caribe,Madera,Caminando,9.2,Lunes,21,0,0,30.6,0,0,2025-01-13,Soleado
Hospital,Envigado,Taxi,10.6,Lunes,17,1,0,74.7,14376,0,2025-10-06,Tormenta
Envigado,Itagui,Metro,3.2,Miercoles,12,1,0,5.5,3840,0,2025-03-19,Lluvia
Santa Lucia,Industriales,Caminando,5.8,Miercoles,6,1,0,29.3,0,0,2025-04-16,Tormenta
Parque Berrio,Prado,Metro,11.7,Lunes,16,0,0,14.3,3200,0,2025-09-15,Tormenta
Bello,La Estrella,Bus,9.4,Miercoles,21,0,0,17.4,2800,0,2025-01-22,Lluvia
Hospital,Madera,Metro,12.4,Domingo,21,0,1,8.6,3200,0,2025-04-13,Lluvia
Envigado,Bello,Taxi,3.6,Martes,12,1,0,23.2,7656,0,2025-03-25,Lluvia
Poblado,Cisneros,Bus,4.2,Lunes,0,0,0,8.8,2800,0,2025-03-17,Lluvia
Alpujarra,Floresta,Taxi,13.1,Domingo,15,0,1,52.2,13980,1,2025-06-01,Nublado
Madera,Aguacatala,Metro,12.5,Jueves,12,1,0,20.4,3840,0,2025-05-29,Tormenta
Suramericana,Aguacatala,Cable,3.5,Lunes,4,0,0,11.2,0,0,2025-07-28,Soleado
Alpujarra,Hospital,Metro,2.0,Miercoles,23,0,0,4.0,3200,0,2025-03-12,Tormenta
Niquia,Hospital,Cable,5.6,Lunes,12,1,0,33.8,0,1,2025-09-22,Tormenta
Hospital,Poblado,Metro,11.2,Miercoles,1,0,0,13.9,3200,0,2025-07-09,Lluvia
Cisneros,Niquia,Caminando,1.2,Martes,18,1,0,8.8,0,1,2025-10-07,Nublado
La Estrella,Niquia,Bus,9.5,Domingo,4,0,1,10.7,2800,0,2025-07-06,Tormenta
Estadio,Alpujarra,Caminando,4.2,Jueves,22,0,0,12.0,0,1,2025-08-28,Tormenta
Bello,Madera,Caminando,2.9,Miercoles,13,1,0,18.6,0,0,2025-10-01,Tormenta
Parque Berrio,Santa Lucia,Taxi,1.6,Lunes,8,1,0,11.3,5736,0,2025-05-12,Lluvia
San Antonio,Hospital,Caminando,9.8,Domingo,3,0,1,19.7,0,0,2025-02-16,Lluvia
Ayura,Universidad,Taxi,14.7,Domingo,10,0,1,45.2,15260,0,2025-05-25,Lluvia
Tricentenario,Acevedo,Cable,5.4,Miercoles,15,0,0,44.6,0,0,2025-11-12,Tormenta
Cisneros,Tricentenario,Taxi,7.3,Domingo,13,1,1,36.3,11208,1,2025-10-05,Tormenta
Exposiciones,Niquia,Bus,6.1,Viernes,11,1,0,15.0,3360,0,2025-04-11,Soleado
Madera,Aguacatala,Bus,6.9,Domingo,23,0,1,9.7,2800,1,2025-12-14,Tormenta
Itagui,Bello,Taxi,5.2,Sabado,5,0,1,16.5,7660,0,2025-03-08,Lluvia
Bello,Floresta,Cable,4.0,Viernes,23,0,0,15.2,0,0,2025-05-16,Tormenta
Itagui,Bello,Taxi,11.6,Domingo,3,0,1,51.4,12780,0,2025-08-24,Tormenta
Floresta,Parque Berrio,Cable,5.6,Sabado,6,1,1,24.4,0,1,2025-10-25,Lluvia
Santa Lucia,Sabaneta,Cable,6.5,Viernes,20,0,0,27.7,0,0,2025-05-16,Nublado
Hospital,Estadio,Cable,8.6,Domingo,23,0,1,39.6,0,0,2025-08-31,Nublado
Niquia,La Estrella,Taxi,4.0,Domingo,15,0,1,17.2,6700,0,2025-08-10,Tormenta
Universidad,Cisneros,Bus,5.0,Viernes,18,1,0,10.2,3360,0,2025-04-18,Lluvia
Hospital,Suramericana,Bus,9.6,Martes,14,1,0,26.3,3360,1,2025-07-22,Tormenta
Hospital,La Estrella,Bus,10.1,Viernes,23,0,0,13.9,2800,1,2025-04-25,Soleado
Prado,Floresta,Metro,4.2,Lunes,13,1,0,7.6,3840,1,2025-02-03,Nublado
Parque Berrio,Ayura,Metro,13.5,Jueves,18,1,0,16.3,3840,0,2025-11-06,Lluvia
Madera,Alpujarra,Taxi,13.6,Sabado,10,0,1,39.5,14380,0,2025-12-20,Soleado
Universidad,Itagui,Bus,11.0,Miercoles,0,0,0,18.3,2800,1,2025-03-05,Nublado
Caribe,Suramericana,Cable,13.8,Lunes,23,0,0,48.1,0,1,2025-11-17,Soleado
Industriales,Estadio,Caminando,6.6,Jueves,1,0,0,20.9,0,0,2025-12-25,Tormenta
Niquia,Hospital,Caminando,6.3,Sabado,1,0,1,12.0,0,1,2025-07-05,Lluvia
Tricentenario,San Javier,Taxi,10.0,Jueves,23,0,0,59.8,11500,1,2025-02-13,Tormenta
Prado,Niquia,Cable,7.0,Domingo,11,1,1,24.7,0,0,2025-08-31,Tormenta
Cisneros,Caribe,Metro,3.7,Martes,7,1,0,5.9,3840,0,2025-01-21,Tormenta
Suramericana,Prado,Cable,4.7,Jueves,9,0,0,17.2,0,1,2025-02-06,Nublado
Itagui,Floresta,Caminando,12.8,Domingo,15,0,1,32.8,0,0,2025-12-14,Tormenta
Bello,Sabaneta,Caminando,13.1,Miercoles,10,0,0,48.0,0,1,2025-06-11,Tormenta
Estadio,Industriales,Taxi,11.4,Lunes,4,0,0,73.4,12620,0,2025-04-21,Nublado
Acevedo,Universidad,Caminando,10.2,Lunes,22,0,0,42.7,0,1,2025-10-27,Lluvia
Hospital,Parque Berrio,Metro,3.6,Viernes,22,0,0,3.7,3200,0,2025-01-03,Nublado
Tricentenario,Hospital,Caminando,14.1,Lunes,22,0,0,44.7,0,0,2025-09-29,Nublado
San Antonio,Industriales,Cable,1.9,Martes,22,0,0,6.7,0,1,2025-09-16,Nublado
Universidad,Aguacatala,Caminando,1.8,Miercoles,17,1,0,10.2,0,1,2025-11-26,Tormenta
Ayura,Bello,Cable,10.8,Miercoles,2,0,0,33.4,0,0,2025-12-24,Tormenta
Floresta,Itagui,Caminando,1.3,Jueves,8,1,0,7.4,0,0,2025-10-02,Lluvia
Itagui,Suramericana,Cable,14.6,Miercoles,21,0,0,59.8,0,0,2025-04-09,Nublado
Exposiciones,Cisneros,Metro,9.0,Domingo,17,1,1,8.2,3840,0,2025-01-26,Soleado
Acevedo,Poblado,Taxi,10.6,Miercoles,10,0,0,53.2,11980,0,2025-07-02,Tormenta
San Antonio,Alpujarra,Taxi,14.9,Miercoles,11,1,0,99.0,18504,1,2025-09-10,Soleado
Bello,Industriales,Caminando,12.3,Domingo,10,0,1,35.2,0,1,2025-08-17,Soleado
Industriales,Exposiciones,Taxi,3.2,Domingo,10,0,1,14.0,6060,1,2025-05-11,Tormenta
Parque Berrio,Niquia,Bus,13.8,Lunes,6,1,0,102.0,3360,0,2025-04-14,Tormenta
Bello,Estadio,Metro,6.7,Miercoles,0,0,0,5.5,3200,0,2025-08-20,Lluvia
Tricentenario,Hospital,Caminando,3.4,Miercoles,13,1,0,20.4,0,1,2025-11-26,Nublado
Niquia,La Estrella,Taxi,10.4,Miercoles,6,1,0,62.9,14184,0,2025-02-05,Tormenta
Sabaneta,Aguacatala,Caminando,5.7,Domingo,4,0,1,11.7,0,1,2025-09-07,Tormenta
Sabaneta,Prado,Caminando,13.8,Martes,9,0,0,47.5,0,0,2025-01-07,Tormenta
Parque Berrio,Envigado,Metro,10.0,Martes,10,0,0,12.8,3200,0,2025-10-21,Lluvia
Itagui,San Javier,Caminando,1.0,Viernes,4,0,0,3.9,0,1,2025-01-24,Soleado
Suramericana,Hospital,Metro,5.6,Martes,16,0,0,5.3,3200,1,2025-07-01,Nublado
Parque Berrio,Tricentenario,Metro,10.3,Domingo,3,0,1,7.5,3200,0,2025-04-27,Lluvia
Acevedo,Santa Lucia,Taxi,11.3,Martes,16,0,0,73.3,12540,0,2025-02-04,Nublado
Niquia,Envigado,Caminando,12.0,Sabado,19,1,1,44.5,0,0,2025-03-08,Lluvia
Acevedo,Sabaneta,Cable,3.4,Domingo,7,1,1,31.8,0,0,2025-03-23,Tormenta
Santa Lucia,Sabaneta,Taxi,12.7,Miercoles,14,1,0,90.1,16392,1,2025-03-26,Tormenta
Universidad,Floresta,Metro,12.8,Miercoles,12,1,0,17.4,3840,0,2025-07-16,Soleado
Alpujarra,Madera,Caminando,5.1,Domingo,14,1,1,15.6,0,0,2025-02-16,Lluvia
Itagui,Parque Berrio,Cable,14.1,Sabado,17,1,1,62.4,0,0,2025-11-15,Nublado
Hospital,San Javier,Cable,14.7,Domingo,14,1,1,63.9,0,0,2025-03-02,Soleado
Bello,Floresta,Cable,1.8,Miercoles,8,1,0,11.2,0,0,2025-06-11,Tormenta
Itagui,San Antonio,Taxi,6.9,Jueves,20,0,0,33.0,9020,0,2025-02-06,Soleado
Cisneros,Poblado,Bus,5.9,Lunes,16,0,0,8.2,2800,1,2025-08-25,Lluvia
Alpujarra,Envigado,Caminando,3.3,Miercoles,20,0,0,13.3,0,1,2025-12-31,Tormenta
Industriales,Universidad,Caminando,10.6,Domingo,4,0,1,24.7,0,0,2025-01-12,Soleado
Caribe,Acevedo,Caminando,11.3,Miercoles,20,0,0,40.4,0,1,2025-01-15,Tormenta
La Estrella,Cisneros,Metro,10.1,Viernes,4,0,0,10.5,3200,0,2025-09-19,Soleado
Acevedo,Bello,Cable,7.7,Martes,4,0,0,22.4,0,0,2025-10-28,Nublado
Hospital,Parque Berrio,Caminando,9.5,Sabado,13,1,1,75.6,0,1,2025-12-06,Tormenta
San Antonio,Aguacatala,Caminando,15.0,Martes,13,1,0,67.2,0,0,2025-11-11,Tormenta
Poblado,Hospital,Metro,2.4,Sabado,21,0,1,1.6,3200,0,2025-03-29,Lluvia
Poblado,Santa Lucia,Metro,8.3,Jueves,4,0,0,9.2,3200,0,2025-07-03,Lluvia
Santa Lucia,Prado,Taxi,14.7,Jueves,9,0,0,78.5,15260,1,2025-01-23,Soleado
Parque Berrio,Ayura,Metro,11.5,Domingo,22,0,1,10.2,3200,0,2025-11-30,Soleado
Universidad,Industriales,Caminando,9.8,Sabado,3,0,1,22.8,0,0,2025-08-16,Soleado
Floresta,Bello,Caminando,9.7,Lunes,14,1,0,51.8,0,1,2025-11-24,Lluvia
Suramericana,Estadio,Taxi,4.7,Miercoles,13,1,0,45.4,8712,1,2025-07-02,Nublado
Cisneros,Estadio,Cable,1.9,Jueves,9,0,0,5.8,0,0,2025-08-07,Nublado
Estadio,Aguacatala,Caminando,6.0,Viernes,6,1,0,38.2,0,0,2025-12-05,Nublado
Sabaneta,Floresta,Bus,2.5,Sabado,14,1,1,4.4,3360,0,2025-12-06,Soleado
Tricentenario,Sabaneta,Metro,13.9,Jueves,17,1,0,23.6,3840,0,2025-06-19,Nublado
Hospital,Caribe,Taxi,2.0,Domingo,12,1,1,10.2,6120,0,2025-02-16,Tormenta
Suramericana,Exposiciones,Metro,5.1,Miercoles,6,1,0,7.6,3840,1,2025-08-27,Nublado
Floresta,Acevedo,Taxi,8.6,Jueves,18,1,0,72.6,12456,0,2025-11-20,Soleado
Industriales,Madera,Cable,14.3,Jueves,10,0,0,59.5,0,0,2025-01-02,Tormenta
Itagui,Envigado,Metro,4.2,Jueves,9,0,0,5.0,3200,0,2025-11-27,Tormenta
Santa Lucia,Bello,Caminando,10.7,Domingo,17,1,1,45.1,0,0,2025-05-11,Nublado
Itagui,Cisneros,Bus,10.3,Jueves,12,1,0,33.4,3360,0,2025-10-02,Soleado
Suramericana,Tricentenario,Cable,9.1,Viernes,11,1,0,51.1,0,0,2025-11-21,Soleado
Envigado,Universidad,Cable,2.7,Domingo,14,1,1,11.1,0,0,2025-07-13,Soleado
Niquia,Caribe,Taxi,3.4,Lunes,7,1,0,74.6,7464,0,2025-07-21,Nublado
San Javier,Floresta,Bus,2.0,Domingo,19,1,1,4.5,3360,0,2025-05-18,Nublado
Industriales,Ayura,Taxi,2.3,Jueves,23,0,0,14.2,5340,0,2025-11-13,Lluvia
Prado,Industriales,Metro,9.6,Miercoles,9,0,0,8.7,3200,0,2025-05-21,Tormenta
Parque Berrio,Industriales,Taxi,13.2,Lunes,9,0,0,65.2,14060,0,2025-08-11,Nublado
Aguacatala,Suramericana,Bus,8.9,Lunes,6,1,0,26.5,3360,0,2025-07-14,Tormenta
Sabaneta,San Javier,Taxi,10.0,Miercoles,18,1,0,78.2,13800,0,2025-07-02,Lluvia
Suramericana,Madera,Taxi,4.0,Sabado,1,0,1,17.2,6700,0,2025-11-08,Lluvia
Niquia,Universidad,Taxi,12.6,Miercoles,2,0,0,75.0,13580,1,2025-06-25,Lluvia
Envigado,Exposiciones,Cable,9.0,Viernes,5,0,0,28.5,0,0,2025-03-14,Soleado
Prado,Exposiciones,Taxi,6.2,Domingo,23,0,1,22.6,8460,1,2025-07-13,Lluvia
Madera,Tricentenario,Taxi,8.4,Martes,18,1,0,65.1,12264,1,2025-12-23,Nublado
Santa Lucia,Niquia,Taxi,5.0,Miercoles,18,1,0,38.3,9000,0,2025-01-08,Nublado
Bello,Floresta,Caminando,1.8,Viernes,16,0,0,7.0,0,0,2025-07-11,Soleado
Parque Berrio,Universidad,Caminando,14.1,Jueves,10,0,0,43.5,0,0,2025-02-13,Nublado
La Estrella,Acevedo,Metro,8.7,Sabado,17,1,1,7.8,3840,0,2025-09-06,Lluvia
Industriales,Parque Berrio,Bus,6.7,Jueves,14,1,0,18.0,3360,1,2025-06-19,Tormenta
Cisneros,Itagui,Bus,6.2,Martes,23,0,0,9.6,2800,1,2025-05-06,Tormenta
Bello,Madera,Bus,14.4,Jueves,1,0,0,24.4,2800,0,2025-04-10,Lluvia
Santa Lucia,Niquia,Taxi,11.4,Miercoles,5,0,0,48.3,12620,1,2025-03-12,Tormenta
Aguacatala,Bello,Metro,5.5,Miercoles,2,0,0,6.0,3200,1,2025-06-11,Tormenta
Industriales,Hospital,Bus,2.9,Martes,4,0,0,10.5,2800,1,2025-09-23,Nublado
Caribe,Santa Lucia,Bus,3.0,Sabado,11,1,1,4.3,3360,0,2025-01-25,Soleado
Madera,Tricentenario,Bus,3.9,Lunes,17,1,0,10.6,3360,0,2025-05-12,Lluvia
Caribe,Envigado,Cable,4.4,Sabado,6,1,1,16.9,0,0,2025-03-01,Lluvia
San Antonio,Tricentenario,Bus,5.2,Jueves,5,0,0,10.4,2800,0,2025-06-05,Soleado
Caribe,Parque Berrio,Caminando,3.7,Sabado,13,1,1,11.5,0,0,2025-09-20,Lluvia
Hospital,Poblado,Cable,9.8,Sabado,21,0,1,28.2,0,0,2025-11-22,Lluvia
Caribe,La Estrella,Cable,12.7,Martes,11,1,0,53.7,0,0,2025-04-29,Tormenta
Alpujarra,San Antonio,Caminando,11.7,Lunes,8,1,0,58.2,0,0,2025-02-03,Soleado
Sabaneta,Industriales,Cable,7.6,Martes,3,0,0,32.8,0,0,2025-06-03,Lluvia
Caribe,San Antonio,Cable,11.1,Lunes,12,1,0,62.9,0,0,2025-05-19,Tormenta
Tricentenario,Suramericana,Caminando,3.2,Viernes,10,0,0,9.6,0,0,2025-10-10,Tormenta
Aguacatala,Sabaneta,Bus,7.6,Lunes,3,0,0,11.1,2800,0,2025-06-02,Tormenta
Universidad,Estadio,Caminando,4.0,Viernes,10,0,0,15.1,0,0,2025-04-25,Tormenta
Hospital,Santa Lucia,Caminando,6.5,Martes,13,1,0,34.7,0,0,2025-01-14,Nublado
Sabaneta,La Estrella,Caminando,2.3,Miercoles,2,0,0,9.4,0,0,2025-12-03,Soleado
Exposiciones,Cisneros,Caminando,2.2,Martes,6,1,0,10.1,0,1,2025-12-02,Nublado
Exposiciones,Bello,Cable,14.2,Sabado,5,0,1,31.0,0,0,2025-12-20,Soleado
Envigado,Tricentenario,Cable,2.6,Miercoles,18,1,0,16.8,0,0,2025-05-21,Nublado
Itagui,Suramericana,Taxi,5.5,Viernes,12,1,0,38.7,9480,0,2025-08-15,Nublado
Exposiciones,Floresta,Taxi,13.8,Jueves,12,1,0,92.7,17448,1,2025-06-26,Lluvia
Niquia,Hospital,Cable,14.9,Martes,8,1,0,63.7,0,0,2025-10-21,Tormenta
Santa Lucia,Parque Berrio,Caminando,7.3,Domingo,2,0,1,19.4,0,0,2025-08-24,Nublado
Universidad,Alpujarra,Bus,2.5,Martes,3,0,0,4.1,2800,0,2025-11-04,Soleado
Acevedo,Industriales,Bus,11.2,Sabado,19,1,1,16.0,3360,1,2025-10-18,Nublado
Prado,Parque Berrio,Bus,12.7,Lunes,21,0,0,23.9,2800,0,2025-09-01,Soleado
Parque Berrio,Bello,Caminando,2.2,Martes,22,0,0,6.1,0,0,2025-10-07,Nublado
Bello,Acevedo,Taxi,6.6,Lunes,2,0,0,42.5,8780,0,2025-10-06,Soleado
Estadio,Niquia,Metro,13.5,Lunes,20,0,0,11.1,3200,0,2025-06-09,Tormenta
Industriales,Acevedo,Cable,13.3,Lunes,1,0,0,48.8,0,1,2025-10-06,Nublado
Prado,Envigado,Taxi,13.4,Miercoles,17,1,0,130.5,17064,1,2025-06-04,Tormenta
Bello,Floresta,Cable,7.8,Viernes,21,0,0,33.0,0,1,2025-10-17,Tormenta
Bello,Acevedo,Taxi,12.1,Jueves,3,0,0,51.9,13180,0,2025-09-04,Soleado
Itagui,Santa Lucia,Taxi,13.7,Jueves,4,0,0,192.0,14460,0,2025-01-09,Soleado
Parque Berrio,Madera,Metro,12.9,Domingo,17,1,1,12.9,3840,0,2025-03-09,Soleado
Estadio,Sabaneta,Bus,7.9,Martes,15,0,0,12.5,2800,0,2025-08-12,Nublado
Envigado,Cisneros,Metro,5.2,Lunes,20,0,0,6.7,3200,0,2025-01-20,Lluvia
Caribe,Prado,Bus,13.3,Domingo,11,1,1,19.5,3360,0,2025-03-02,Nublado
San Antonio,Bello,Cable,14.5,Domingo,21,0,1,30.2,0,0,2025-11-02,Lluvia
San Antonio,Caribe,Taxi,11.4,Lunes,20,0,0,151.6,12620,1,2025-03-31,Soleado
Santa Lucia,Poblado,Caminando,8.3,Domingo,19,1,1,36.5,0,0,2025-10-05,Lluvia
Ayura,Sabaneta,Caminando,6.2,Jueves,1,0,0,22.6,0,0,2025-04-24,Tormenta
Poblado,Alpujarra,Cable,11.9,Jueves,11,1,0,56.4,0,0,2025-04-17,Tormenta
La Estrella,Estadio,Metro,6.7,Viernes,4,0,0,7.9,3200,0,2025-08-22,Lluvia
Exposiciones,Niquia,Cable,2.2,Domingo,21,0,1,6.3,0,1,2025-01-12,Nublado
Niquia,Industriales,Caminando,4.6,Viernes,13,1,0,27.5,0,0,2025-11-28,Soleado
Niquia,Bello,Cable,10.4,Martes,17,1,0,67.3,0,1,2025-07-29,Nublado
Envigado,Tricentenario,Metro,3.7,Sabado,13,1,1,4.5,3840,0,2025-08-30,Nublado
Tricentenario,Prado,Bus,3.4,Viernes,4,0,0,8.8,2800,0,2025-10-10,Nublado
Ayura,Universidad,Taxi,1.4,Viernes,18,1,0,22.1,5544,1,2025-11-07,Soleado
Hospital,Exposiciones,Metro,5.9,Sabado,3,0,1,3.4,3200,0,2025-12-27,Nublado
San Antonio,Suramericana,Cable,13.9,Domingo,5,0,1,26.1,0,1,2025-03-16,Lluvia
Aguacatala,Itagui,Metro,1.4,Lunes,14,1,0,4.2,3840,0,2025-11-03,Soleado
Sabaneta,Parque Berrio,Taxi,9.6,Lunes,9,0,0,59.3,11180,0,2025-05-05,Soleado
La Estrella,Prado,Taxi,12.2,Viernes,17,1,0,86.4,15912,1,2025-08-29,Soleado
Caribe,Madera,Caminando,1.3,Viernes,17,1,0,5.9,0,0,2025-12-12,Soleado
San Javier,Hospital,Cable,10.3,Lunes,18,1,0,43.7,0,0,2025-10-13,Tormenta
Prado,Hospital,Cable,5.5,Domingo,18,1,1,18.6,0,0,2025-11-02,Tormenta
Suramericana,Alpujarra,Caminando,8.6,Lunes,9,0,0,26.9,0,0,2025-10-20,Tormenta
Sabaneta,Industriales,Caminando,6.0,Domingo,1,0,1,12.3,0,0,2025-11-23,Soleado
Exposiciones,Madera,Metro,7.4,Viernes,10,0,0,6.8,3200,0,2025-07-18,Soleado
Madera,Industriales,Taxi,2.3,Sabado,14,1,1,11.0,6408,1,2025-03-15,Soleado
Tricentenario,Exposiciones,Bus,3.7,Sabado,0,0,1,5.0,2800,1,2025-11-22,Tormenta
Parque Berrio,Prado,Taxi,5.5,Domingo,15,0,1,42.5,7900,1,2025-08-24,Nublado
Prado,Caribe,Bus,11.7,Miercoles,16,0,0,18.3,2800,1,2025-06-04,Soleado
Floresta,San Antonio,Taxi,5.6,Miercoles,12,1,0,40.7,9576,0,2025-05-07,Soleado
Exposiciones,Caribe,Cable,3.3,Jueves,12,1,0,14.6,0,1,2025-10-16,Nublado
Hospital,Santa Lucia,Bus,6.0,Viernes,10,0,0,12.7,2800,0,2025-11-14,Nublado
Ayura,Exposiciones,Bus,13.8,Viernes,8,1,0,30.0,3360,1,2025-01-24,Soleado
