estacion,dia_semana,hora,es_hora_pico,es_finde_semana,demanda_pasajeros,tiempo_espera_min,transferencias_disponibles,ingresos_diarios,clima,num_tipos_transporte,tiene_metro,tiene_bus,tiene_taxi,tiene_cable,evento_especial
Hospital,Lunes,14,1,0,1134,9.8,3,3628754.0,Soleado,3,1,0,1,1,0
Poblado,Martes,11,1,0,5916,11.3,2,18329375.0,Tormenta,4,0,1,1,1,0
Caribe,Viernes,7,1,0,1476,17.8,2,5003378.0,Nublado,1,0,0,1,0,0
Acevedo,Jueves,11,1,0,5978,5.9,2,17784649.0,Lluvia,3,0,1,1,0,0
Estadio,Martes,9,0,0,1101,13.5,3,3716209.0,Nublado,1,0,0,0,1,1
Hospital,Domingo,23,0,1,447,8.7,4,1488660.0,Tormenta,4,1,1,1,1,1
Universidad,Miercoles,14,1,0,321,48.8,2,3706032.0,Tormenta,3,0,1,1,1,1
Estadio,Sabado,17,1,1,760,3.1,1,2209764.0,Nublado,3,0,1,0,1,1
Madera,Miercoles,12,1,0,1221,12.2,3,3964956.0,Soleado,2,1,1,0,0,1
Niquia,Domingo,6,1,1,2882,13.7,0,8986839.0,Lluvia,1,0,1,0,0,1
Exposiciones,Sabado,3,0,1,531,10.5,3,1841809.0,Tormenta,2,0,1,1,0,1
Caribe,Jueves,18,1,0,432,31.5,3,4315630.0,Nublado,1,0,0,0,1,0
Itagui,Martes,14,1,0,1350,4.1,3,4107709.0,Nublado,3,0,1,0,1,0
Sabaneta,Domingo,14,1,1,1039,9.3,0,3083530.0,Soleado,3,0,0,1,1,0
Aguacatala,Miercoles,17,1,0,1041,4.4,2,3213637.0,Tormenta,2,1,0,0,0,0
Madera,Lunes,22,0,0,690,5.8,3,2345338.0,Soleado,1,0,0,1,0,0
San Antonio,Miercoles,23,0,0,3485,7.2,0,11095891.0,Nublado,4,1,1,0,1,0
Sabaneta,Viernes,5,0,0,427,8.1,3,1245951.0,Nublado,1,0,0,1,0,1
Alpujarra,Miercoles,6,1,0,5917,14.4,4,19222608.0,Lluvia,1,0,0,0,1,1
Bello,Lunes,0,0,0,1090,6.2,1,3760690.0,Soleado,2,1,1,0,0,1
Niquia,Miercoles,10,0,0,1758,4.4,0,5903095.0,Tormenta,2,1,1,0,0,0
Cisneros,Martes,10,0,0,939,4.2,4,2888876.0,Lluvia,2,1,1,0,0,0
Caribe,Miercoles,12,1,0,528,10.4,0,1721583.0,Tormenta,3,1,0,0,1,0
Estadio,Lunes,15,0,0,1029,8.1,4,3004702.0,Nublado,3,0,1,0,1,0
San Javier,Jueves,2,0,0,836,8.9,4,2603503.0,Nublado,2,1,0,0,0,0
Sabaneta,Miercoles,9,0,0,1055,6.8,1,3411697.0,Nublado,3,1,0,1,1,1
Universidad,Martes,1,0,0,1042,8.8,3,3456813.0,Tormenta,3,1,0,1,0,0
Estadio,Lunes,7,1,0,1053,11.7,1,3539150.0,Lluvia,2,0,0,0,1,0
Poblado,Miercoles,0,0,0,3513,2.6,1,9964536.0,Nublado,2,1,1,0,0,0
Hospital,Miercoles,2,0,0,1042,7.3,1,3443989.0,Lluvia,2,0,1,0,0,0
Itagui,Lunes,20,0,0,578,11.9,3,1650774.0,Tormenta,4,0,1,1,1,1
Estadio,Viernes,15,0,0,1080,6.3,0,3597697.0,Lluvia,2,0,1,0,0,1
Poblado,Viernes,14,1,0,5407,10.7,2,15656831.0,Soleado,2,1,1,0,0,0
Aguacatala,Domingo,13,1,1,1155,13.4,4,3291593.0,Nublado,1,0,0,0,1,0
Estadio,Martes,8,1,0,1522,13.3,2,5003604.0,Lluvia,4,1,1,0,1,0
Santa Lucia,Domingo,20,0,1,386,12.8,1,1149509.0,Soleado,2,1,0,0,0,1
Exposiciones,Domingo,18,1,1,1237,5.4,3,3682561.0,Soleado,4,0,1,1,1,0
La Estrella,Martes,11,1,0,759,39.7,3,8321945.0,Tormenta,4,1,1,0,1,0
Floresta,Sabado,5,0,1,379,3.4,3,1109480.0,Soleado,4,1,1,1,0,0
Suramericana,Miercoles,8,1,0,1361,13.2,1,3886835.0,Soleado,1,0,0,1,0,0
Niquia,Lunes,7,1,0,6403,4.3,0,19121001.0,Nublado,1,1,0,0,0,0
Exposiciones,Miercoles,16,0,0,797,7.3,2,2568779.0,Tormenta,3,0,1,1,1,1
Sabaneta,Jueves,11,1,0,1743,10.3,3,5765241.0,Lluvia,2,1,0,0,0,0
Alpujarra,Miercoles,19,1,0,6158,5.8,2,17314087.0,Tormenta,1,0,0,1,0,0
Sabaneta,Sabado,12,1,1,876,18.3,0,2903059.0,Nublado,2,1,1,0,0,1
Suramericana,Viernes,9,0,0,472,12.3,0,1480908.0,Soleado,2,0,1,0,0,0
Industriales,Miercoles,5,0,0,692,10.8,1,2285968.0,Tormenta,1,0,1,0,0,0
Suramericana,Domingo,10,0,1,648,8.8,2,1985412.0,Lluvia,4,1,0,1,1,0
Parque Berrio,Viernes,3,0,0,648,10.5,1,2152159.0,Soleado,3,0,1,1,0,0
Bello,Jueves,17,1,0,1976,9.8,2,6635927.0,Soleado,2,0,1,0,0,1
Niquia,Viernes,14,1,0,3991,7.6,1,12571183.0,Lluvia,3,1,1,1,0,0
Ayura,Viernes,3,0,0,1168,10.1,3,3786369.0,Nublado,3,1,1,0,1,0
Floresta,Sabado,22,0,1,869,11.8,3,2615144.0,Lluvia,2,1,0,0,1,1
San Javier,Domingo,11,1,1,1764,7.4,1,5804929.0,Lluvia,1,0,1,0,0,0
Santa Lucia,Jueves,14,1,0,1397,14.4,2,4788990.0,Soleado,2,1,0,1,0,0
Exposiciones,Jueves,21,0,0,357,2.9,3,1044490.0,Tormenta,3,1,0,0,1,0
Bello,Domingo,7,1,1,896,5.5,3,2995413.0,Tormenta,1,0,0,0,1,0
La Estrella,Lunes,14,1,0,1283,4.0,3,4168450.0,Lluvia,2,1,0,0,1,0
Suramericana,Viernes,5,0,0,795,13.5,3,2392039.0,Soleado,3,1,1,0,1,1
Envigado,Jueves,16,0,0,365,7.9,4,1159710.0,Soleado,1,0,1,0,0,0
Sabaneta,Lunes,5,0,0,868,7.0,2,2505162.0,Lluvia,2,1,1,0,0,0
Madera,Miercoles,16,0,0,672,13.1,1,2080603.0,Lluvia,1,0,1,0,0,0
Ayura,Sabado,21,0,1,298,9.9,4,1024389.0,Nublado,2,1,0,0,0,0
Universidad,Viernes,9,0,0,437,8.8,1,1404626.0,Nublado,4,1,1,1,1,1
Poblado,Miercoles,8,1,0,3687,3.8,2,12892523.0,Tormenta,2,0,1,1,0,0
San Antonio,Lunes,12,1,0,6449,7.2,4,18553728.0,Soleado,1,0,0,1,0,0
San Antonio,Martes,4,0,0,2620,1.9,3,9132376.0,Nublado,1,1,0,0,0,0
Itagui,Lunes,3,0,0,1017,8.5,2,3240243.0,Lluvia,1,0,1,0,0,1
Caribe,Jueves,23,0,0,788,8.7,2,2211639.0,Tormenta,2,0,1,0,0,0
Bello,Lunes,11,1,0,1793,14.5,1,5571339.0,Nublado,4,0,1,1,1,0
La Estrella,Viernes,9,0,0,1440,11.7,0,4109307.0,Soleado,1,0,1,0,0,0
Floresta,Martes,17,1,0,2183,18.9,3,7146974.0,Soleado,2,0,0,0,1,1
Niquia,Miercoles,6,1,0,5998,15.3,1,20968740.0,Tormenta,1,0,0,0,0,0
San Javier,Viernes,7,1,0,1604,4.9,2,5560649.0,Nublado,4,1,1,1,0,0
Parque Berrio,Martes,15,0,0,571,4.3,4,1756131.0,Tormenta,1,0,0,0,1,0
Alpujarra,Sabado,19,1,1,748,20.7,1,7691293.0,Tormenta,2,1,1,0,0,0
Aguacatala,Sabado,4,0,1,340,6.2,2,1053945.0,Tormenta,3,1,0,1,1,0
Tricentenario,Martes,23,0,0,305,6.0,1,877627.0,Lluvia,2,0,0,0,1,0
Caribe,Lunes,6,1,0,1953,4.6,3,6220474.0,Tormenta,2,0,0,1,1,0
Acevedo,Martes,0,0,0,2137,5.8,0,7131531.0,Tormenta,3,1,1,0,1,0
Parque Berrio,Sabado,2,0,1,889,10.3,1,2644443.0,Tormenta,3,1,1,0,1,0
Santa Lucia,Lunes,19,1,0,984,12.6,1,2913200.0,Nublado,1,0,0,1,0,0
Industriales,Viernes,19,1,0,759,9.0,4,2288015.0,Tormenta,2,0,1,1,0,1
Bello,Viernes,13,1,0,950,8.7,2,3133204.0,Soleado,1,0,1,0,0,0
Bello,Viernes,23,0,0,517,5.1,2,1776380.0,Lluvia,2,0,0,1,1,0
Parque Berrio,Jueves,3,0,0,999,8.3,1,3028816.0,Lluvia,3,1,0,1,0,0
Itagui,Miercoles,2,0,0,433,9.2,4,1248879.0,Soleado,2,0,1,0,1,0
Envigado,Jueves,10,0,0,1042,7.3,1,3306777.0,Lluvia,2,0,1,0,1,0
Alpujarra,Lunes,20,0,0,3286,2.6,3,10405559.0,Lluvia,1,0,1,0,0,0
Parque Berrio,Viernes,18,1,0,2210,5.8,3,6953805.0,Tormenta,1,0,1,0,0,1
Envigado,Sabado,12,1,1,445,6.3,0,1519857.0,Lluvia,4,1,1,1,0,0
Envigado,Domingo,5,0,1,228,5.2,1,788751.0,Nublado,2,1,0,1,0,0
Envigado,Sabado,0,0,1,645,6.1,0,2233312.0,Lluvia,3,0,1,1,1,0
Bello,Lunes,0,0,0,524,10.3,2,1532026.0,Lluvia,1,0,0,0,1,0
Cisneros,Viernes,7,1,0,921,13.2,3,2679142.0,Tormenta,4,1,1,1,1,0
Poblado,Sabado,5,0,1,5922,10.3,2,16668849.0,Soleado,2,0,1,0,1,0
Madera,Jueves,7,1,0,1905,4.3,4,5517078.0,Soleado,1,0,0,0,0,1
Exposiciones,Sabado,3,0,1,809,12.7,1,2405837.0,Soleado,2,1,0,0,0,0
Envigado,Lunes,22,0,0,507,3.4,4,1736309.0,Nublado,3,1,0,1,1,0
Envigado,Domingo,8,1,1,325,7.6,4,1111669.0,Soleado,1,0,1,0,0,0
Industriales,Jueves,4,0,0,971,5.2,3,3185595.0,Nublado,1,0,0,0,1,0
Hospital,Sabado,9,0,1,258,3.2,0,884143.0,Nublado,2,0,0,1,1,1
Tricentenario,Lunes,21,0,0,939,11.4,2,3204602.0,Soleado,4,1,0,1,1,0
Estadio,Martes,4,0,0,451,6.4,3,1519985.0,Nublado,4,1,1,1,1,0
Estadio,Jueves,11,1,0,1379,14.3,3,4442063.0,Tormenta,2,0,1,0,1,1
Envigado,Miercoles,15,0,0,693,2.8,3,2196021.0,Lluvia,2,1,1,0,0,0
Universidad,Jueves,11,1,0,854,3.6,2,2606921.0,Nublado,2,0,0,1,1,1
Hospital,Viernes,7,1,0,500,55.9,1,5114187.0,Soleado,3,1,0,1,0,1
Cisneros,Sabado,5,0,1,274,2.7,0,769593.0,Lluvia,4,1,1,0,1,1
Industriales,Domingo,14,1,1,477,13.5,4,1586403.0,Tormenta,1,0,0,0,1,1
Envigado,Miercoles,8,1,0,1655,18.3,2,5761362.0,Soleado,2,0,1,0,1,0
Exposiciones,Sabado,23,0,1,803,7.4,3,2713399.0,Soleado,3,0,1,0,1,0
Madera,Sabado,19,1,1,291,4.4,1,936431.0,Soleado,3,0,1,1,0,0
Prado,Jueves,18,1,0,1748,10.8,0,5279320.0,Lluvia,1,0,0,1,0,1
Ayura,Jueves,10,0,0,1043,6.0,1,3433410.0,Soleado,4,1,0,1,1,1
Aguacatala,Martes,1,0,0,465,3.6,3,1327634.0,Nublado,2,0,1,0,0,0
Poblado,Domingo,10,0,1,4794,12.8,0,16412144.0,Nublado,4,1,1,1,0,1
Acevedo,Miercoles,4,0,0,3741,12.0,0,11781302.0,Soleado,2,0,1,1,0,0
Itagui,Domingo,11,1,1,432,7.0,3,1505493.0,Soleado,4,1,1,1,0,0
Parque Berrio,Viernes,13,1,0,1264,16.9,2,3869835.0,Nublado,4,1,0,1,1,0
Tricentenario,Domingo,9,0,1,310,11.8,1,952244.0,Tormenta,1,0,0,1,0,1
La Estrella,Miercoles,14,1,0,1550,4.4,3,5173515.0,Tormenta,3,1,1,1,0,0
Santa Lucia,Lunes,3,0,0,765,2.2,1,2649940.0,Tormenta,2,1,0,1,0,0
Suramericana,Sabado,13,1,1,601,18.7,3,1796325.0,Soleado,1,0,1,0,0,0
Exposiciones,Martes,9,0,0,1192,6.7,1,3896351.0,Tormenta,1,1,0,0,0,0
Estadio,Lunes,5,0,0,657,12.8,3,2058282.0,Tormenta,2,0,0,1,1,0
Envigado,Domingo,6,1,1,1306,8.1,2,3669770.0,Soleado,2,0,0,1,1,1
Prado,Miercoles,23,0,0,761,12.8,1,2468688.0,Nublado,1,1,0,0,0,0
Industriales,Martes,17,1,0,1545,8.5,1,5376942.0,Lluvia,1,0,0,1,0,0
Parque Berrio,Sabado,16,0,1,1574,13.5,3,4859364.0,Tormenta,4,1,0,1,1,1
Alpujarra,Martes,17,1,0,6395,7.4,3,20744581.0,Soleado,1,1,0,0,0,0
La Estrella,Jueves,19,1,0,1769,15.3,4,5076661.0,Tormenta,1,0,0,1,0,0
Hospital,Jueves,17,1,0,666,10.5,0,2028256.0,Nublado,4,1,1,0,1,0
Prado,Jueves,8,1,0,2259,18.0,1,6331774.0,Soleado,1,1,0,0,0,0
Suramericana,Viernes,16,0,0,643,3.8,4,2247272.0,Nublado,4,1,1,0,1,1
Floresta,Domingo,12,1,1,745,14.6,1,2348970.0,Soleado,4,1,1,1,1,0
Niquia,Martes,0,0,0,1613,9.0,4,5555843.0,Nublado,4,1,1,1,1,0
La Estrella,Jueves,9,0,0,1896,11.6,3,6331264.0,Soleado,3,1,1,1,0,0
Acevedo,Domingo,19,1,1,1761,5.7,0,5540056.0,Tormenta,2,1,0,0,1,0
Industriales,Viernes,15,0,0,515,9.8,3,1762742.0,Nublado,4,1,1,0,1,0
Acevedo,Miercoles,11,1,0,7016,5.3,2,24195435.0,Soleado,1,0,0,0,0,0
Universidad,Domingo,3,0,1,197,4.4,1,588501.0,Lluvia,1,0,0,1,0,1
Floresta,Jueves,13,1,0,807,5.9,2,2802961.0,Tormenta,3,0,1,1,0,1
Poblado,Martes,19,1,0,5081,12.9,3,14937147.0,Nublado,1,0,0,0,1,0
Ayura,Sabado,18,1,1,247,40.7,4,2510380.0,Nublado,3,0,1,0,1,0
Universidad,Miercoles,11,1,0,846,4.7,2,2776407.0,Nublado,2,0,0,1,1,0
Exposiciones,Lunes,19,1,0,1349,12.1,4,4670764.0,Tormenta,1,0,0,0,0,1
San Antonio,Viernes,6,1,0,3238,11.0,2,10021176.0,Tormenta,2,0,0,1,0,0
Itagui,Sabado,9,0,1,704,8.5,0,2420458.0,Soleado,4,1,1,0,1,1
Acevedo,Viernes,23,0,0,2625,5.5,2,8085633.0,Lluvia,3,1,1,0,1,1
Aguacatala,Martes,3,0,0,279,6.3,1,2640807.0,Soleado,3,1,1,0,1,0
Floresta,Martes,17,1,0,1941,7.0,0,5585349.0,Lluvia,1,0,0,1,0,1
Prado,Miercoles,5,0,0,897,7.2,1,2712109.0,Tormenta,4,1,0,1,1,1
Prado,Sabado,23,0,1,280,10.8,0,853190.0,Soleado,2,1,1,0,0,1
Bello,Sabado,0,0,1,580,4.0,0,1762223.0,Nublado,3,0,0,1,1,0
Tricentenario,Miercoles,11,1,0,1475,11.3,3,4324062.0,Nublado,2,1,0,1,0,1
Acevedo,Miercoles,7,1,0,5397,3.1,4,16821632.0,Tormenta,1,0,0,1,0,0
Tricentenario,Miercoles,16,0,0,820,5.7,3,2452466.0,Tormenta,4,1,1,0,1,0
Sabaneta,Jueves,16,0,0,831,6.9,0,2702779.0,Soleado,2,1,0,0,0,0
Hospital,Lunes,17,1,0,938,13.1,3,2883727.0,Nublado,3,1,1,0,1,0
La Estrella,Miercoles,22,0,0,806,2.9,4,2768971.0,Soleado,3,0,1,0,1,0
Caribe,Viernes,14,1,0,573,9.8,0,1675601.0,Soleado,1,0,1,0,0,0
Aguacatala,Domingo,0,0,1,685,3.1,0,2190004.0,Nublado,2,0,1,0,0,0
Acevedo,Jueves,23,0,0,3353,7.5,2,11711543.0,Lluvia,4,1,1,1,0,0
Santa Lucia,Viernes,16,0,0,124,14.8,4,1373547.0,Tormenta,2,0,1,1,0,0
Hospital,Jueves,23,0,0,668,4.2,0,1961041.0,Tormenta,1,0,0,1,0,0
Prado,Domingo,11,1,1,984,7.3,1,2783510.0,Tormenta,3,1,1,0,0,0
Parque Berrio,Miercoles,0,0,0,1001,3.5,1,3169397.0,Lluvia,2,0,0,1,1,0
Suramericana,Sabado,0,0,1,192,11.5,0,544749.0,Nublado,4,1,1,1,1,0
Parque Berrio,Lunes,21,0,0,388,10.1,1,1356890.0,Nublado,1,0,0,1,0,0
Aguacatala,Martes,7,1,0,1244,17.9,2,4284505.0,Lluvia,2,0,0,0,1,0
San Javier,Domingo,8,1,1,1732,4.0,4,5973639.0,Soleado,2,0,0,0,1,0
Ayura,Viernes,22,0,0,815,12.7,2,2549210.0,Tormenta,4,1,0,1,1,0
Estadio,Jueves,19,1,0,1791,11.3,1,5793209.0,Tormenta,3,1,0,0,1,0
Poblado,Martes,14,1,0,2819,16.6,0,8551263.0,Lluvia,3,0,0,1,1,0
Acevedo,Lunes,21,0,0,2339,7.8,4,7761496.0,Lluvia,2,0,1,1,0,0
Suramericana,Sabado,19,1,1,348,17.5,4,997996.0,Soleado,4,1,1,0,1,0
Exposiciones,Viernes,5,0,0,1161,11.7,2,3918585.0,Nublado,1,0,0,0,1,0
Caribe,Viernes,23,0,0,474,7.8,4,1393676.0,Lluvia,3,1,1,0,1,1
Exposiciones,Miercoles,3,0,0,726,11.3,1,2047015.0,Soleado,4,1,1,1,0,0
Tricentenario,Jueves,23,0,0,583,1.9,1,1778397.0,Soleado,2,0,0,1,1,0
La Estrella,Miercoles,11,1,0,3234,15.9,2,10832195.0,Nublado,4,1,1,1,1,0
Tricentenario,Miercoles,10,0,0,269,24.7,3,2556874.0,Tormenta,2,1,0,0,0,1
San Antonio,Martes,23,0,0,1931,12.3,1,6391058.0,Soleado,4,1,1,1,0,0
Floresta,Viernes,14,1,0,1672,3.1,1,5057485.0,Tormenta,4,1,1,0,1,1
San Javier,Martes,7,1,0,582,34.1,1,5551673.0,Soleado,1,0,1,0,0,0
Niquia,Viernes,13,1,0,4610,14.9,4,14509158.0,Soleado,4,1,1,1,0,1
Industriales,Lunes,12,1,0,1357,15.8,2,3895457.0,Lluvia,1,0,0,0,0,0
Hospital,Jueves,8,1,0,1712,17.3,1,5953789.0,Tormenta,2,0,0,1,0,0
Envigado,Miercoles,3,0,0,569,9.4,0,1727843.0,Lluvia,3,1,1,0,0,0
Hospital,Miercoles,2,0,0,654,13.3,3,2105032.0,Tormenta,1,0,0,0,0,0
Prado,Miercoles,3,0,0,808,7.7,2,2506465.0,Soleado,2,1,0,0,0,0
Envigado,Sabado,12,1,1,927,9.0,1,2874444.0,Soleado,2,1,0,0,1,0
Alpujarra,Jueves,10,0,0,1737,4.6,0,5579300.0,Nublado,1,1,0,0,0,0
Madera,Jueves,4,0,0,484,5.1,2,1473667.0,Tormenta,2,0,1,1,0,1
San Javier,Martes,21,0,0,956,4.7,4,2814562.0,Lluvia,3,0,1,1,1,0
Estadio,Viernes,9,0,0,839,12.2,2,2759001.0,Tormenta,1,0,0,1,0,1
Prado,Lunes,6,1,0,2308,6.5,4,6802919.0,Tormenta,2,1,1,0,0,1
Acevedo,Sabado,15,0,1,1520,6.3,0,4319542.0,Tormenta,4,1,1,1,1,0
Hospital,Miercoles,12,1,0,1672,3.5,2,4718241.0,Lluvia,1,0,0,0,0,0
Suramericana,Jueves,6,1,0,1209,13.1,3,4047525.0,Tormenta,1,1,0,0,0,0
Envigado,Martes,13,1,0,276,29.4,1,2666711.0,Lluvia,3,1,1,1,0,0
Itagui,Martes,1,0,0,670,4.9,2,2242958.0,Lluvia,1,1,0,0,0,0
Cisneros,Viernes,5,0,0,773,2.0,0,2416790.0,Soleado,4,1,1,0,1,0
Sabaneta,Viernes,10,0,0,751,3.9,2,2239241.0,Soleado,2,0,1,0,0,0
Acevedo,Martes,1,0,0,3575,11.9,4,10804129.0,Lluvia,2,1,0,1,0,0
San Javier,Lunes,17,1,0,2143,3.9,3,6170185.0,Tormenta,2,0,0,1,0,0
La Estrella,Jueves,9,0,0,850,5.6,2,2579317.0,Soleado,3,0,0,1,1,0
Alpujarra,Jueves,9,0,0,3921,2.1,4,11559248.0,Soleado,3,0,1,1,1,0
Exposiciones,Sabado,2,0,1,354,13.5,4,1173073.0,Soleado,1,0,0,0,0,1
San Javier,Viernes,16,0,0,1449,4.9,4,4354456.0,Tormenta,2,0,1,1,0,0
Floresta,Sabado,22,0,1,543,12.1,2,1550690.0,Tormenta,1,0,0,1,0,0
Poblado,Domingo,7,1,1,10538,14.0,1,33973268.0,Tormenta,3,1,0,1,1,1
Ayura,Lunes,18,1,0,551,12.6,1,6270570.0,Soleado,3,0,0,1,1,0
Bello,Sabado,0,0,1,201,11.9,3,690029.0,Soleado,4,0,1,1,1,0
Cisneros,Domingo,18,1,1,1141,8.6,3,3922156.0,Nublado,4,1,0,1,1,0
Tricentenario,Sabado,18,1,1,1108,10.0,4,3662797.0,Lluvia,1,0,1,0,0,1
San Antonio,Sabado,18,1,1,2639,5.6,1,7466665.0,Lluvia,2,0,0,1,1,0
Alpujarra,Lunes,5,0,0,2679,5.0,3,7920580.0,Lluvia,3,1,0,0,1,0
Acevedo,Miercoles,17,1,0,2900,3.3,4,9211969.0,Tormenta,4,1,1,1,0,1
Ayura,Jueves,14,1,0,765,18.1,0,2379979.0,Soleado,3,1,1,0,1,0
Suramericana,Lunes,23,0,0,1044,2.7,1,3293760.0,Soleado,1,0,0,1,0,1
Acevedo,Domingo,16,0,1,1714,9.5,0,5938029.0,Nublado,2,0,1,0,1,0
Prado,Viernes,4,0,0,1133,4.0,3,3396530.0,Nublado,1,0,0,0,0,0
Industriales,Martes,15,0,0,1027,3.9,3,3370190.0,Nublado,2,0,0,1,1,0
Cisneros,Martes,9,0,0,801,11.1,3,2578010.0,Lluvia,3,1,1,0,0,1
Poblado,Lunes,7,1,0,3134,18.8,0,9537718.0,Tormenta,2,0,0,0,1,0
Niquia,Jueves,8,1,0,4859,15.6,2,15901040.0,Lluvia,4,1,1,0,1,1
Floresta,Miercoles,10,0,0,615,7.0,1,1968464.0,Nublado,2,1,0,1,0,0
Floresta,Sabado,12,1,1,472,34.4,4,4477125.0,Nublado,2,0,1,0,1,0
Suramericana,Lunes,11,1,0,348,44.1,0,3282943.0,Tormenta,1,0,0,0,0,1
Bello,Sabado,9,0,1,184,10.8,1,519551.0,Soleado,4,0,1,1,1,0
Madera,Martes,23,0,0,320,2.0,4,1031491.0,Soleado,4,0,1,1,1,0
Prado,Sabado,6,1,1,761,9.0,3,2180374.0,Nublado,3,0,0,1,1,1
Niquia,Viernes,23,0,0,3026,10.7,0,9430799.0,Nublado,1,0,0,0,1,1
Alpujarra,Martes,18,1,0,4618,16.3,0,13238755.0,Tormenta,4,1,1,1,0,1
Ayura,Sabado,7,1,1,1181,15.1,1,3336983.0,Tormenta,4,1,0,1,1,1
San Antonio,Domingo,7,1,1,4111,17.1,0,14161825.0,Nublado,1,0,0,0,1,0
Caribe,Miercoles,23,0,0,470,4.1,0,1328851.0,Nublado,2,0,0,0,1,1
Exposiciones,Domingo,9,0,1,595,10.2,2,1883613.0,Lluvia,3,1,1,0,0,0
Suramericana,Martes,22,0,0,831,8.9,3,2596057.0,Soleado,2,0,1,0,1,0
Industriales,Miercoles,4,0,0,368,13.4,0,1110730.0,Tormenta,1,0,0,0,0,0
Acevedo,Sabado,19,1,1,1126,26.4,1,11423762.0,Tormenta,3,0,1,1,1,0
Envigado,Domingo,20,0,1,256,3.0,1,766973.0,Tormenta,1,0,1,0,0,0
Itagui,Viernes,19,1,0,631,29.0,3,6199467.0,Nublado,2,1,1,0,0,0
Aguacatala,Miercoles,10,0,0,353,3.4,3,1093518.0,Tormenta,3,1,0,0,1,1
Estadio,Jueves,22,0,0,663,5.4,4,2003507.0,Nublado,2,0,1,1,0,1
Envigado,Viernes,15,0,0,1001,3.2,3,3259721.0,Tormenta,3,0,0,1,1,0
Sabaneta,Martes,6,1,0,1085,15.2,0,3186738.0,Lluvia,2,1,0,1,0,0
Alpujarra,Sabado,16,0,1,2318,9.4,3,7136672.0,Soleado,3,1,0,1,0,1
Sabaneta,Jueves,14,1,0,248,35.3,4,2786387.0,Soleado,2,0,1,0,0,1
Cisneros,Lunes,1,0,0,952,10.1,2,2730558.0,Lluvia,2,1,0,0,0,0
Santa Lucia,Viernes,18,1,0,1247,13.8,3,4222843.0,Nublado,1,0,1,0,0,0
Madera,Domingo,14,1,1,741,9.5,0,2236201.0,Tormenta,1,0,0,1,0,0
Itagui,Martes,2,0,0,392,3.9,0,1148545.0,Soleado,1,0,1,0,0,0
La Estrella,Viernes,14,1,0,2158,14.1,1,7171435.0,Lluvia,3,1,0,1,1,0
Prado,Jueves,18,1,0,1166,5.8,1,3409359.0,Lluvia,4,1,1,1,0,0
Estadio,Martes,16,0,0,1149,9.2,1,3246743.0,Lluvia,4,0,1,1,1,0
Universidad,Miercoles,22,0,0,392,7.8,1,1168454.0,Nublado,1,1,0,0,0,1
Tricentenario,Jueves,18,1,0,1213,13.7,0,3670126.0,Tormenta,3,1,1,0,1,0
San Antonio,Viernes,3,0,0,2966,5.4,3,9440021.0,Tormenta,4,0,1,1,1,1
Cisneros,Lunes,8,1,0,1527,14.1,2,4318494.0,Tormenta,2,1,0,0,0,1
Estadio,Domingo,18,1,1,897,18.2,4,3117671.0,Nublado,2,0,1,0,0,0
Suramericana,Martes,2,0,0,1111,10.8,2,3467542.0,Nublado,1,0,1,0,0,0
Parque Berrio,Sabado,2,0,1,935,6.9,1,2718883.0,Lluvia,3,1,0,0,1,0
Aguacatala,Jueves,21,0,0,1015,4.3,3,3316924.0,Nublado,2,1,0,0,1,0
Estadio,Lunes,12,1,0,1124,14.9,3,3616872.0,Nublado,3,1,0,0,1,0
Alpujarra,Sabado,10,0,1,2719,6.5,0,8841927.0,Lluvia,2,1,1,0,0,1
Madera,Lunes,12,1,0,1157,7.9,3,3267806.0,Tormenta,4,1,1,0,1,0
Alpujarra,Jueves,23,0,0,3156,11.2,0,9192224.0,Tormenta,4,1,1,1,1,0
Parque Berrio,Miercoles,8,1,0,1747,17.9,4,5347528.0,Nublado,3,1,0,1,0,1
Envigado,Miercoles,21,0,0,453,1.9,4,1350160.0,Soleado,4,1,1,1,1,0
Aguacatala,Domingo,11,1,1,290,18.8,2,3230007.0,Tormenta,3,1,0,1,1,0
Parque Berrio,Sabado,1,0,1,1107,8.0,3,3292261.0,Nublado,1,0,1,0,0,1
Industriales,Miercoles,11,1,0,545,42.2,4,5811398.0,Soleado,1,0,1,0,0,1
Ayura,Lunes,10,0,0,732,6.5,1,2536564.0,Soleado,1,0,0,0,1,0
Itagui,Miercoles,9,0,0,1010,11.1,2,3233349.0,Tormenta,4,1,1,1,1,0
San Javier,Lunes,8,1,0,2618,15.8,1,7833941.0,Soleado,3,1,1,0,0,0
Hospital,Domingo,19,1,1,1450,12.5,4,4393683.0,Lluvia,1,0,0,1,0,0
Alpujarra,Sabado,4,0,1,598,28.4,3,5943075.0,Lluvia,1,0,0,0,1,0
Universidad,Lunes,11,1,0,1121,10.2,3,3161999.0,Tormenta,2,0,0,1,0,1
Estadio,Domingo,9,0,1,330,8.1,3,1064245.0,Nublado,1,0,0,0,1,0
Acevedo,Lunes,9,0,0,2151,10.8,3,6851041.0,Lluvia,2,0,0,1,1,0
La Estrella,Lunes,21,0,0,1828,8.1,3,5406437.0,Tormenta,4,1,0,1,1,0
Niquia,Martes,10,0,0,2205,9.8,0,6765706.0,Nublado,4,1,1,1,1,0
