perfil,viajes_mes,presupuesto,pref_horario,origen_frecuente,destino_frecuente,usa_metro,usa_taxi,distancia_promedio,tolerancia_transbordos,usa_horario_pico,eventos_mes
Turista,9,medio,Tarde,Caribe,Universidad,1,0,9.6,2,0,1
Turista,8,medio,Tarde,Prado,Santa Lucia,1,0,3.4,3,0,7
Ocasional,6,bajo,Noche,Envigado,Caribe,1,0,9.6,3,0,3
Frecuente,59,bajo,Fuera de Hora Pico,Sabaneta,San Javier,1,0,13.8,0,1,8
Frecuente,57,bajo,Fuera de Hora Pico,La Estrella,Santa Lucia,1,0,14.7,3,1,2
Ocasional,7,bajo,Tarde,Prado,Estadio,1,0,7.9,3,1,7
Premium,17,alto,Flexible,Bello,Itagui,1,1,6.1,2,0,1
Premium,12,alto,Flexible,Poblado,Niquia,1,1,13.6,1,1,1
Ocasional,3,bajo,Noche,La Estrella,San Antonio,1,0,12.2,0,0,8
Frecuente,40,bajo,Fuera de Hora Pico,Tricentenario,Niquia,1,0,6.0,3,1,1
Ocasional,1,bajo,Tarde,Ayura,Universidad,0,0,12.7,0,1,5
Frecuente,20,bajo,Fuera de Hora Pico,Aguacatala,Hospital,1,0,13.7,1,1,3
Premium,5,alto,Flexible,La Estrella,Aguacatala,1,1,8.6,3,1,1
Ocasional,1,bajo,Tarde,Aguacatala,Acevedo,0,0,9.9,0,1,7
Premium,14,alto,Flexible,Niquia,Poblado,1,1,10.1,0,1,3
Turista,15,medio,Tarde,Industriales,Ayura,1,0,5.5,2,0,5
Premium,18,alto,Flexible,Sabaneta,San Antonio,1,1,10.2,3,1,6
Frecuente,46,bajo,Hora Pico,Caribe,Floresta,1,0,8.7,1,1,3
Turista,15,medio,Tarde,Bello,Hospital,1,0,11.1,0,1,0
Premium,18,alto,Flexible,San Javier,Cisneros,1,1,14.7,2,0,3
Premium,11,alto,Flexible,Exposiciones,Envigado,1,1,10.8,1,0,8
Turista,9,medio,Tarde,Suramericana,Santa Lucia,1,0,9.6,3,0,5
Ocasional,2,bajo,Tarde,Caribe,Santa Lucia,0,0,6.2,1,1,3
Turista,7,medio,Tarde,Floresta,San Javier,1,0,5.6,1,1,1
Frecuente,24,bajo,Fuera de Hora Pico,Universidad,San Antonio,1,0,3.9,2,1,7
Ocasional,7,bajo,Noche,Industriales,Acevedo,0,0,3.8,2,1,2
Ocasional,8,bajo,Mañana,Poblado,Itagui,1,0,8.8,1,1,4
Ocasional,5,bajo,Tarde,Suramericana,Industriales,1,0,13.4,3,1,3
Ocasional,2,bajo,Tarde,Itagui,Caribe,1,0,7.9,1,1,0
Ocasional,5,bajo,Mañana,Bello,Tricentenario,0,0,6.6,2,1,1
Turista,8,medio,Tarde,Industriales,Niquia,1,0,9.2,0,1,4
Ocasional,1,bajo,Noche,Parque Berrio,San Antonio,0,0,14.4,1,1,2
Turista,4,medio,Tarde,Poblado,Universidad,1,0,6.1,3,0,8
Turista,6,medio,Tarde,Estadio,Cisneros,1,0,8.2,1,0,3
Ocasional,2,bajo,Mañana,Tricentenario,Suramericana,1,0,4.8,1,1,0
Premium,15,alto,Flexible,Niquia,Suramericana,0,1,13.8,1,0,1
Ocasional,7,bajo,Tarde,Industriales,Prado,1,0,10.0,3,0,6
Ocasional,4,bajo,Mañana,La Estrella,Tricentenario,1,0,13.7,1,1,8
Ocasional,2,bajo,Tarde,Universidad,Santa Lucia,1,0,10.0,2,1,8
Frecuente,22,bajo,Hora Pico,Madera,Hospital,1,0,7.8,0,1,3
Frecuente,52,bajo,Fuera de Hora Pico,Madera,Estadio,1,0,8.7,3,1,2
Turista,7,medio,Tarde,Sabaneta,Niquia,1,0,8.7,3,1,4
Ocasional,1,bajo,Tarde,Hospital,Sabaneta,0,0,4.1,3,1,2
Frecuente,48,bajo,Hora Pico,Sabaneta,San Javier,1,0,9.5,1,1,0
Frecuente,31,bajo,Fuera de Hora Pico,La Estrella,Ayura,1,0,4.2,3,1,3
Premium,12,alto,Flexible,Hospital,Suramericana,0,1,5.1,3,0,4
Turista,4,medio,Tarde,San Javier,Madera,1,0,7.1,1,0,0
Turista,10,medio,Tarde,Envigado,Niquia,1,0,3.8,2,1,0
Ocasional,5,bajo,Noche,Tricentenario,Itagui,0,0,13.6,0,0,7
Ocasional,3,bajo,Mañana,Estadio,Industriales,0,0,4.5,3,1,5
Turista,5,medio,Tarde,Universidad,Aguacatala,1,0,9.5,3,1,7
Frecuente,28,bajo,Fuera de Hora Pico,Poblado,Industriales,1,0,3.3,3,1,3
Premium,25,alto,Flexible,Industriales,Itagui,0,1,9.8,0,1,7
Premium,7,alto,Flexible,La Estrella,Hospital,1,1,14.5,3,1,3
Frecuente,50,bajo,Fuera de Hora Pico,Industriales,Suramericana,1,0,4.0,2,1,5
Turista,10,medio,Tarde,Aguacatala,Floresta,1,0,9.0,2,1,4
Premium,21,alto,Flexible,Madera,Itagui,1,1,14.7,1,1,4
Frecuente,32,bajo,Fuera de Hora Pico,Bello,San Antonio,1,0,4.6,2,1,2
Premium,17,alto,Flexible,Tricentenario,Acevedo,0,1,14.8,1,1,8
Ocasional,7,bajo,Mañana,Hospital,Aguacatala,0,0,11.6,1,1,4
Ocasional,4,bajo,Noche,Parque Berrio,Universidad,0,0,8.9,0,1,6
Ocasional,7,bajo,Tarde,Acevedo,Niquia,1,0,9.3,0,1,7
Ocasional,8,bajo,Noche,Sabaneta,Cisneros,0,0,5.5,0,0,4
Ocasional,3,bajo,Noche,Suramericana,Alpujarra,1,0,10.1,1,1,0
Ocasional,7,bajo,Tarde,Alpujarra,Exposiciones,1,0,6.8,2,1,3
Frecuente,55,bajo,Hora Pico,Niquia,Santa Lucia,1,0,13.9,3,1,0
Premium,17,alto,Flexible,San Antonio,Ayura,1,1,5.5,2,0,6
Ocasional,1,bajo,Noche,Exposiciones,Acevedo,1,0,7.9,0,1,3
Ocasional,8,bajo,Tarde,Niquia,Cisneros,1,0,11.3,2,0,5
Turista,12,medio,Tarde,Poblado,Floresta,1,0,10.1,0,0,3
Turista,12,medio,Tarde,Poblado,San Antonio,1,0,8.5,2,0,0
Turista,11,medio,Tarde,Universidad,Parque Berrio,1,0,12.3,1,1,5
Frecuente,35,bajo,Hora Pico,Cisneros,La Estrella,1,0,6.7,3,1,6
Ocasional,2,bajo,Noche,Estadio,San Antonio,1,0,9.2,0,0,4
Ocasional,4,bajo,Tarde,Parque Berrio,Envigado,0,0,8.3,2,0,6
Ocasional,4,bajo,Tarde,Caribe,Universidad,0,0,10.9,1,1,4
Premium,11,alto,Flexible,Madera,Cisneros,0,1,5.4,2,1,7
Ocasional,1,bajo,Tarde,San Antonio,Industriales,0,0,7.6,3,0,3
Ocasional,7,bajo,Noche,Industriales,Alpujarra,0,0,8.4,1,1,1
Premium,8,alto,Flexible,Acevedo,Prado,1,1,7.8,3,1,6
Turista,12,medio,Tarde,Alpujarra,Cisneros,1,0,10.0,1,1,2
Premium,24,alto,Flexible,Universidad,Aguacatala,1,1,4.0,3,1,5
Turista,12,medio,Tarde,Acevedo,Cisneros,1,0,4.6,2,1,0
Frecuente,54,bajo,Fuera de Hora Pico,Parque Berrio,Universidad,1,0,9.7,1,1,7
Turista,12,medio,Tarde,Prado,Acevedo,1,0,5.8,3,1,4
Turista,11,medio,Tarde,Sabaneta,Itagui,1,0,7.7,0,1,7
Turista,6,medio,Tarde,Itagui,Madera,1,0,14.8,2,0,3
Premium,23,alto,Flexible,Sabaneta,Bello,1,1,11.2,2,0,4
Frecuente,49,bajo,Hora Pico,Poblado,Tricentenario,1,0,7.3,2,1,2
Turista,11,medio,Tarde,Industriales,Madera,1,0,3.7,2,0,2
Turista,7,medio,Tarde,Bello,Aguacatala,1,0,6.8,0,1,3
Ocasional,5,bajo,Tarde,Hospital,Aguacatala,0,0,9.6,0,0,6
Ocasional,1,bajo,Noche,Envigado,Aguacatala,1,0,8.8,0,1,7
Premium,5,alto,Flexible,Itagui,San Javier,0,1,11.1,1,1,2
Premium,17,alto,Flexible,Santa Lucia,Suramericana,1,1,6.7,3,1,1
Turista,15,medio,Tarde,Aguacatala,Madera,1,0,9.2,1,1,7
Turista,4,medio,Tarde,Exposiciones,Hospital,1,0,12.5,3,0,8
Ocasional,4,bajo,Mañana,Tricentenario,Estadio,0,0,12.6,1,1,8
Turista,7,medio,Tarde,Niquia,La Estrella,1,0,6.0,3,1,4
Turista,10,medio,Tarde,Niquia,Suramericana,1,0,6.8,3,0,3
Premium,23,alto,Flexible,Acevedo,Caribe,1,1,4.3,3,1,0
Ocasional,2,bajo,Noche,Ayura,La Estrella,0,0,6.0,2,1,2
Ocasional,1,bajo,Noche,Cisneros,Niquia,0,0,7.3,3,1,4
Premium,17,alto,Flexible,Sabaneta,Bello,1,1,3.5,0,1,3
Frecuente,25,bajo,Fuera de Hora Pico,Tricentenario,Cisneros,1,0,6.6,2,1,1
Premium,25,alto,Flexible,Ayura,Floresta,1,1,6.2,1,1,8
Turista,4,medio,Tarde,La Estrella,Cisneros,1,0,5.1,3,1,3
Frecuente,34,bajo,Hora Pico,Cisneros,San Antonio,1,0,8.2,2,1,0
Ocasional,5,bajo,Tarde,Poblado,Exposiciones,1,0,14.6,0,1,2
Premium,6,alto,Flexible,Madera,Niquia,1,1,5.6,2,0,7
Frecuente,31,bajo,Fuera de Hora Pico,Alpujarra,Tricentenario,1,0,5.5,3,1,5
Premium,18,alto,Flexible,Cisneros,San Javier,0,1,12.6,1,1,8
Premium,18,alto,Flexible,Industriales,Prado,0,1,6.6,0,0,8
Frecuente,52,bajo,Hora Pico,Parque Berrio,Santa Lucia,1,0,5.5,2,1,5
Premium,10,alto,Flexible,Tricentenario,Itagui,1,1,11.0,3,1,0
Turista,14,medio,Tarde,Ayura,Madera,1,0,13.0,1,1,8
Premium,19,alto,Flexible,Hospital,Estadio,0,1,12.2,0,1,4
Ocasional,6,bajo,Mañana,Santa Lucia,Envigado,1,0,13.6,1,1,0
Premium,15,alto,Flexible,Santa Lucia,Alpujarra,1,1,3.9,0,1,0
Turista,4,medio,Tarde,Acevedo,La Estrella,1,0,14.4,2,1,7
Frecuente,60,bajo,Fuera de Hora Pico,Tricentenario,Alpujarra,1,0,5.9,0,0,5
Premium,17,alto,Flexible,Estadio,Sabaneta,0,1,12.4,2,1,2
Ocasional,6,bajo,Tarde,Bello,Sabaneta,0,0,14.9,1,0,5
Ocasional,8,bajo,Noche,Hospital,Niquia,1,0,13.6,2,1,0
Ocasional,4,bajo,Tarde,Caribe,Estadio,0,0,10.5,3,0,5
Premium,16,alto,Flexible,Cisneros,Tricentenario,1,1,13.7,2,1,5
Turista,15,medio,Tarde,Alpujarra,Estadio,1,0,14.1,1,1,3
Frecuente,58,bajo,Fuera de Hora Pico,Universidad,Madera,1,0,3.4,2,0,8
Premium,19,alto,Flexible,Suramericana,Ayura,0,1,14.3,0,1,5
Turista,5,medio,Tarde,Floresta,Ayura,1,0,5.9,3,1,0
Ocasional,7,bajo,Tarde,Exposiciones,Suramericana,1,0,12.5,0,1,4
Premium,18,alto,Flexible,San Javier,Estadio,1,1,7.5,3,0,3
Frecuente,48,bajo,Hora Pico,Envigado,Cisneros,1,0,10.7,3,1,7
Premium,6,alto,Flexible,Bello,Ayura,0,1,7.1,1,0,6
Ocasional,8,bajo,Tarde,Itagui,Niquia,0,0,10.6,2,1,4
Turista,10,medio,Tarde,Universidad,La Estrella,1,0,5.0,1,0,4
Premium,5,alto,Flexible,La Estrella,Acevedo,0,1,9.9,0,1,0
Ocasional,2,bajo,Mañana,Estadio,Universidad,0,0,12.1,3,1,1
Turista,12,medio,Tarde,Suramericana,La Estrella,1,0,6.0,1,1,1
Turista,9,medio,Tarde,San Javier,Industriales,1,0,6.3,0,1,7
Frecuente,42,bajo,Hora Pico,Poblado,San Antonio,1,0,8.0,1,1,0
Frecuente,26,bajo,Hora Pico,Niquia,San Javier,1,0,3.1,3,0,8
Frecuente,31,bajo,Hora Pico,San Antonio,Caribe,1,0,14.9,0,0,7
Premium,7,alto,Flexible,Santa Lucia,Floresta,1,1,6.2,0,1,0
Premium,9,alto,Flexible,Exposiciones,Ayura,0,1,4.7,1,1,4
Turista,14,medio,Tarde,Prado,Parque Berrio,1,0,8.7,0,1,6
Ocasional,7,bajo,Tarde,Aguacatala,Poblado,0,0,9.3,1,0,1
Ocasional,1,bajo,Mañana,Caribe,Cisneros,1,0,10.3,2,1,8
Ocasional,2,bajo,Noche,Poblado,Bello,0,0,11.8,3,0,6
Premium,22,alto,Flexible,Estadio,Alpujarra,1,1,8.4,0,1,3
Turista,13,medio,Tarde,Poblado,Estadio,1,0,6.8,2,1,1
Ocasional,4,bajo,Noche,Ayura,Parque Berrio,1,0,9.5,3,1,3
Ocasional,1,bajo,Tarde,Cisneros,Universidad,1,0,5.3,1,0,8
Frecuente,21,bajo,Fuera de Hora Pico,Bello,Niquia,1,0,3.3,3,1,7
Premium,15,alto,Flexible,Alpujarra,Universidad,1,1,12.7,3,1,1
Turista,6,medio,Tarde,Ayura,Tricentenario,1,0,7.1,0,1,2
Frecuente,23,bajo,Hora Pico,Cisneros,Suramericana,1,0,7.2,1,0,2
Turista,6,medio,Tarde,San Javier,Hospital,1,0,13.4,0,1,4
Ocasional,7,bajo,Noche,Acevedo,Universidad,0,0,12.3,0,1,3
Ocasional,7,bajo,Tarde,Aguacatala,Tricentenario,1,0,4.1,1,1,6
Ocasional,1,bajo,Noche,San Javier,Poblado,0,0,15.0,3,1,5
Frecuente,25,bajo,Fuera de Hora Pico,Tricentenario,Poblado,1,0,8.8,3,0,0
Turista,15,medio,Tarde,Niquia,Industriales,1,0,9.4,3,0,4
Ocasional,5,bajo,Tarde,Alpujarra,La Estrella,0,0,13.1,3,1,5
Frecuente,60,bajo,Fuera de Hora Pico,Parque Berrio,Caribe,1,0,7.1,2,1,6
Turista,14,medio,Tarde,Aguacatala,Cisneros,1,0,12.0,2,0,6
Ocasional,4,bajo,Noche,San Javier,La Estrella,0,0,6.0,3,1,0
Ocasional,5,bajo,Noche,Sabaneta,Alpujarra,0,0,11.5,0,1,1
Premium,25,alto,Flexible,Floresta,San Javier,1,1,10.6,1,0,0
Premium,20,alto,Flexible,San Antonio,Floresta,0,1,10.1,0,1,5
Premium,25,alto,Flexible,Suramericana,Estadio,0,1,9.1,2,0,2
Ocasional,7,bajo,Mañana,San Antonio,Estadio,0,0,11.3,3,1,3
Ocasional,1,bajo,Tarde,La Estrella,Ayura,0,0,5.6,1,0,3
Turista,6,medio,Tarde,San Antonio,Poblado,1,0,9.3,3,1,3
Premium,20,alto,Flexible,Santa Lucia,Prado,1,1,4.1,3,1,2
Ocasional,8,bajo,Noche,Hospital,Niquia,1,0,10.4,2,1,2
Frecuente,28,bajo,Fuera de Hora Pico,Ayura,Hospital,1,0,11.8,3,0,2
Premium,8,alto,Flexible,Envigado,Floresta,0,1,10.1,2,1,8
Frecuente,44,bajo,Hora Pico,Poblado,Ayura,1,0,13.9,1,0,2
Premium,21,alto,Flexible,San Javier,Suramericana,0,1,14.4,3,1,6
Frecuente,37,bajo,Hora Pico,Prado,Cisneros,1,0,4.3,3,1,4
Premium,19,alto,Flexible,Santa Lucia,Caribe,1,1,13.2,1,1,6
Premium,8,alto,Flexible,Madera,Ayura,0,1,7.4,3,0,5
Frecuente,60,bajo,Fuera de Hora Pico,San Antonio,Prado,1,0,10.7,0,1,5
Ocasional,1,bajo,Tarde,Prado,Santa Lucia,1,0,7.0,0,1,6
Premium,22,alto,Flexible,Acevedo,Prado,1,1,9.5,1,0,7
Turista,3,medio,Tarde,Aguacatala,Itagui,1,0,12.3,1,1,4
Frecuente,60,bajo,Hora Pico,Prado,Exposiciones,1,0,4.5,0,1,0
Frecuente,43,bajo,Hora Pico,Parque Berrio,Acevedo,1,0,8.8,2,1,1
Premium,8,alto,Flexible,Bello,San Javier,0,1,4.2,3,1,1
Frecuente,56,bajo,Hora Pico,Suramericana,San Antonio,1,0,9.2,2,1,0
Ocasional,3,bajo,Tarde,Madera,Caribe,1,0,13.6,3,1,5
Turista,13,medio,Tarde,Ayura,San Antonio,1,0,5.3,0,1,1
Turista,7,medio,Tarde,Prado,Ayura,1,0,9.8,2,0,8
Ocasional,4,bajo,Mañana,Caribe,Sabaneta,0,0,10.6,3,0,1
Turista,8,medio,Tarde,Envigado,Estadio,1,0,6.5,1,1,3
Turista,9,medio,Tarde,Prado,Alpujarra,1,0,4.5,3,1,8
Turista,5,medio,Tarde,Ayura,Niquia,1,0,14.1,1,1,6
Premium,18,alto,Flexible,Bello,Niquia,1,1,9.7,2,1,0
Ocasional,1,bajo,Mañana,Niquia,Bello,0,0,7.0,1,1,2
Turista,11,medio,Tarde,Floresta,Aguacatala,1,0,10.6,1,0,3
Ocasional,8,bajo,Mañana,Envigado,Madera,0,0,13.8,3,1,2
Frecuente,33,bajo,Fuera de Hora Pico,Exposiciones,San Javier,1,0,7.7,0,1,1
Premium,7,alto,Flexible,Niquia,Suramericana,1,1,11.1,1,1,2
Frecuente,58,bajo,Fuera de Hora Pico,Cisneros,Tricentenario,1,0,10.9,3,0,8
Frecuente,39,bajo,Hora Pico,Santa Lucia,Exposiciones,1,0,5.4,3,1,4
Premium,16,alto,Flexible,Sabaneta,Tricentenario,0,1,12.3,1,1,5
Premium,21,alto,Flexible,Tricentenario,Envigado,1,1,10.8,2,1,3
Ocasional,7,bajo,Mañana,Alpujarra,San Antonio,0,0,14.5,3,1,0
Frecuente,57,bajo,Fuera de Hora Pico,Madera,Parque Berrio,1,0,11.6,0,1,4
Ocasional,7,bajo,Tarde,La Estrella,Santa Lucia,1,0,4.9,0,0,8
Ocasional,5,bajo,Tarde,Envigado,Madera,1,0,12.7,0,1,2
Premium,15,alto,Flexible,Prado,Sabaneta,1,1,6.1,0,1,2
Turista,5,medio,Tarde,Envigado,Suramericana,1,0,9.2,3,1,8
Ocasional,8,bajo,Noche,Niquia,Madera,0,0,9.7,0,1,0
Ocasional,8,bajo,Tarde,Estadio,San Javier,0,0,11.0,2,1,2
Frecuente,41,bajo,Fuera de Hora Pico,Cisneros,Santa Lucia,1,0,12.1,3,1,8
Premium,18,alto,Flexible,Acevedo,Alpujarra,0,1,11.3,0,0,3
Turista,5,medio,Tarde,Prado,Floresta,1,0,5.2,2,1,0
Ocasional,3,bajo,Tarde,Itagui,Floresta,0,0,3.5,3,1,4
Premium,18,alto,Flexible,Suramericana,Aguacatala,1,1,11.3,1,1,8
Turista,10,medio,Tarde,Parque Berrio,Aguacatala,1,0,7.6,0,1,8
Frecuente,41,bajo,Fuera de Hora Pico,Tricentenario,Santa Lucia,1,0,9.4,0,1,1
Ocasional,1,bajo,Noche,Hospital,Parque Berrio,1,0,10.7,2,1,1
Ocasional,5,bajo,Mañana,San Javier,Tricentenario,0,0,4.9,0,1,7
Premium,19,alto,Flexible,Estadio,Industriales,0,1,14.9,1,1,7
Turista,8,medio,Tarde,Poblado,Alpujarra,1,0,11.7,2,0,8
Turista,11,medio,Tarde,San Antonio,Industriales,1,0,13.5,2,0,6
Turista,7,medio,Tarde,Ayura,Aguacatala,1,0,9.3,3,1,8
Turista,4,medio,Tarde,Hospital,Bello,1,0,3.6,1,1,4
Turista,13,medio,Tarde,Prado,Alpujarra,1,0,13.2,1,0,8
Premium,9,alto,Flexible,Parque Berrio,Aguacatala,1,1,3.1,0,1,4
Premium,6,alto,Flexible,Universidad,Suramericana,1,1,5.3,0,1,5
Ocasional,2,bajo,Noche,Itagui,Exposiciones,0,0,10.8,1,1,7
Premium,25,alto,Flexible,Itagui,Prado,1,1,5.0,0,1,3
Frecuente,38,bajo,Hora Pico,Sabaneta,Santa Lucia,1,0,10.4,3,1,1
Ocasional,2,bajo,Noche,Poblado,Floresta,1,0,12.4,2,1,3
Turista,3,medio,Tarde,Cisneros,Prado,1,0,9.5,0,1,8
Premium,24,alto,Flexible,Acevedo,Parque Berrio,1,1,5.7,3,1,4
Turista,7,medio,Tarde,Sabaneta,Universidad,1,0,14.6,2,1,6
Frecuente,52,bajo,Fuera de Hora Pico,Madera,Industriales,1,0,10.6,0,1,8
Turista,15,medio,Tarde,Poblado,Exposiciones,1,0,6.7,2,1,0
Premium,11,alto,Flexible,La Estrella,San Antonio,1,1,5.0,0,1,7
Ocasional,1,bajo,Tarde,San Javier,Madera,0,0,4.6,3,0,5
Turista,7,medio,Tarde,Bello,Caribe,1,0,13.9,2,1,5
Turista,9,medio,Tarde,Itagui,San Antonio,1,0,7.5,0,1,6
Ocasional,4,bajo,Mañana,Ayura,Hospital,1,0,8.4,1,0,8
Frecuente,42,bajo,Fuera de Hora Pico,Acevedo,Universidad,1,0,11.8,2,1,2
Frecuente,31,bajo,Fuera de Hora Pico,Santa Lucia,Ayura,1,0,3.7,1,0,5
Turista,4,medio,Tarde,Acevedo,Suramericana,1,0,7.6,1,1,7
Premium,11,alto,Flexible,Suramericana,Parque Berrio,0,1,10.2,3,0,7
Ocasional,3,bajo,Mañana,Poblado,Prado,0,0,10.6,0,0,1
Ocasional,7,bajo,Mañana,Exposiciones,Hospital,1,0,13.0,2,0,4
Turista,3,medio,Tarde,Caribe,San Javier,1,0,15.0,3,1,3
Frecuente,43,bajo,Fuera de Hora Pico,Prado,Madera,1,0,11.5,1,1,8
Turista,3,medio,Tarde,Suramericana,Caribe,1,0,7.0,0,1,1
Premium,25,alto,Flexible,Acevedo,Ayura,1,1,4.6,1,1,8
Premium,6,alto,Flexible,Envigado,Alpujarra,1,1,5.0,0,1,2
Frecuente,41,bajo,Fuera de Hora Pico,La Estrella,Aguacatala,1,0,4.8,1,0,5
Premium,12,alto,Flexible,Madera,Tricentenario,1,1,14.9,0,0,5
Frecuente,50,bajo,Fuera de Hora Pico,La Estrella,Caribe,1,0,5.4,0,1,0
Premium,18,alto,Flexible,San Antonio,Exposiciones,0,1,14.4,3,0,5
Ocasional,3,bajo,Noche,Universidad,La Estrella,1,0,9.8,3,0,6
Ocasional,1,bajo,Tarde,Aguacatala,Floresta,1,0,14.5,1,1,0
Turista,12,medio,Tarde,Floresta,Tricentenario,1,0,7.9,3,0,4
Ocasional,5,bajo,Tarde,Alpujarra,Niquia,1,0,4.2,2,0,6
Turista,8,medio,Tarde,Suramericana,San Antonio,1,0,9.2,0,1,5
Turista,12,medio,Tarde,Aguacatala,Cisneros,1,0,12.0,1,0,2
Premium,10,alto,Flexible,Hospital,Niquia,1,1,3.7,1,1,1
Ocasional,7,bajo,Noche,Cisneros,Acevedo,1,0,11.9,1,1,3
Premium,23,alto,Flexible,Parque Berrio,Floresta,0,1,4.8,0,1,2
Turista,4,medio,Tarde,Tricentenario,Caribe,1,0,5.6,3,1,1
Premium,5,alto,Flexible,San Antonio,Parque Berrio,1,1,4.6,2,1,2
Frecuente,38,bajo,Hora Pico,Niquia,Caribe,1,0,5.8,1,1,0
Ocasional,1,bajo,Mañana,Tricentenario,Aguacatala,0,0,9.3,1,1,2
Premium,12,alto,Flexible,La Estrella,Itagui,0,1,13.0,0,1,3
Premium,12,alto,Flexible,Exposiciones,Acevedo,1,1,10.6,3,1,2
Premium,21,alto,Flexible,Floresta,Aguacatala,1,1,12.6,2,0,8
Turista,10,medio,Tarde,Itagui,Alpujarra,1,0,5.6,0,1,0
Frecuente,20,bajo,Fuera de Hora Pico,Bello,La Estrella,1,0,3.6,1,1,3
Turista,3,medio,Tarde,Tricentenario,Ayura,1,0,14.4,0,1,5
Turista,10,medio,Tarde,Cisneros,Floresta,1,0,5.0,0,1,3
Turista,5,medio,Tarde,Itagui,Tricentenario,1,0,6.5,3,1,7
Frecuente,54,bajo,Hora Pico,Santa Lucia,Parque Berrio,1,0,5.3,1,0,6
Frecuente,58,bajo,Hora Pico,Caribe,Universidad,1,0,14.9,1,0,1
Frecuente,52,bajo,Fuera de Hora Pico,Caribe,Estadio,1,0,5.0,2,1,0
Turista,5,medio,Tarde,Aguacatala,Santa Lucia,1,0,3.3,2,1,0
Ocasional,5,bajo,Tarde,Caribe,San Antonio,0,0,7.1,1,0,2
Premium,16,alto,Flexible,San Javier,Niquia,1,1,9.3,1,1,3
Premium,6,alto,Flexible,Caribe,Floresta,1,1,14.6,1,0,7
Premium,8,alto,Flexible,San Antonio,Itagui,0,1,12.8,1,0,8
Turista,11,medio,Tarde,La Estrella,Itagui,1,0,7.4,0,1,0
Premium,12,alto,Flexible,San Antonio,Itagui,1,1,8.8,2,0,2
Premium,20,alto,Flexible,Caribe,Estadio,0,1,11.4,1,0,7
Ocasional,7,bajo,Mañana,Sabaneta,Parque Berrio,1,0,9.0,2,1,7
Premium,19,alto,Flexible,Floresta,Sabaneta,0,1,4.2,1,1,6
Premium,6,alto,Flexible,San Javier,Tricentenario,0,1,8.5,0,1,5
Frecuente,43,bajo,Fuera de Hora Pico,La Estrella,Acevedo,1,0,12.6,0,1,5
Premium,18,alto,Flexible,Madera,Caribe,1,1,8.1,3,1,8
Ocasional,5,bajo,Mañana,Itagui,Exposiciones,1,0,6.6,0,0,6
Premium,10,alto,Flexible,Estadio,Universidad,1,1,14.7,1,0,5
Premium,12,alto,Flexible,La Estrella,Madera,1,1,6.5,1,0,0
Frecuente,50,bajo,Hora Pico,Alpujarra,Tricentenario,1,0,13.7,2,0,1
Ocasional,2,bajo,Tarde,Envigado,Hospital,1,0,10.8,0,1,5
Frecuente,24,bajo,Hora Pico,Caribe,Exposiciones,1,0,5.0,3,0,7
Premium,19,alto,Flexible,Industriales,Aguacatala,0,1,10.8,3,0,2
Turista,13,medio,Tarde,Hospital,Bello,1,0,8.6,0,1,1
Ocasional,2,bajo,Noche,Acevedo,Caribe,0,0,6.5,2,1,0
Premium,17,alto,Flexible,Acevedo,Tricentenario,0,1,11.9,3,1,0
Ocasional,5,bajo,Tarde,Cisneros,Bello,0,0,10.9,0,1,3
Ocasional,5,bajo,Noche,Niquia,San Antonio,0,0,9.8,1,0,6
Premium,6,alto,Flexible,Tricentenario,Madera,0,1,3.7,0,1,4
Frecuente,24,bajo,Hora Pico,Suramericana,Alpujarra,1,0,7.4,0,0,5
Turista,11,medio,Tarde,San Antonio,Bello,1,0,7.6,0,1,7
Premium,25,alto,Flexible,Acevedo,Parque Berrio,1,1,9.3,2,1,5
Turista,3,medio,Tarde,Itagui,Alpujarra,1,0,4.4,1,1,7
Ocasional,3,bajo,Mañana,Estadio,Hospital,1,0,9.5,0,0,5
Ocasional,2,bajo,Mañana,Caribe,Estadio,1,0,8.7,0,0,5
Frecuente,36,bajo,Hora Pico,Bello,Industriales,1,0,4.3,3,1,0
Premium,20,alto,Flexible,Alpujarra,Universidad,1,1,4.5,0,1,7
Ocasional,3,bajo,Mañana,Poblado,Tricentenario,0,0,6.9,0,1,4
Premium,10,alto,Flexible,Envigado,Ayura,0,1,8.2,0,1,6
Frecuente,40,bajo,Hora Pico,Cisneros,Hospital,1,0,7.9,0,1,3
Ocasional,2,bajo,Noche,Estadio,Bello,1,0,3.3,0,0,7
Ocasional,3,bajo,Noche,Ayura,Envigado,0,0,8.4,2,1,5
Premium,24,alto,Flexible,Prado,San Javier,1,1,5.3,2,1,2
Turista,9,medio,Tarde,Prado,San Javier,1,0,5.1,1,1,6
Turista,9,medio,Tarde,Prado,Itagui,1,0,3.8,0,0,1
Frecuente,56,bajo,Hora Pico,Santa Lucia,Poblado,1,0,4.8,2,0,6
Turista,10,medio,Tarde,Aguacatala,La Estrella,1,0,9.2,3,1,8
Ocasional,1,bajo,Tarde,Ayura,Floresta,0,0,13.7,2,1,8
Frecuente,60,bajo,Fuera de Hora Pico,Madera,Floresta,1,0,11.3,1,0,1
Premium,19,alto,Flexible,Envigado,Caribe,0,1,11.1,3,1,6
Frecuente,21,bajo,Hora Pico,Poblado,Tricentenario,1,0,10.1,2,1,2
