estacion,dia_semana,hora,es_hora_pico,es_finde_semana,afluencia_1,afluencia_2,afluencia_3,afluencia_4,afluencia_promedio,capacidad_estacion,porcentaje_ocupacion,tiempo_espera_min,nivel_congestion,clima,evento_especial
Floresta,Domingo,2,0,1,185,242,348,131,226.5,5000,4.5,4.5,Bajo,Tormenta,1
Caribe,Lunes,13,1,0,2116,1873,1127,3872,2247.0,5000,44.9,21.5,Bajo,Tormenta,0
Alpujarra,Martes,14,1,0,3922,4882,3453,6161,4604.5,5000,92.1,18.7,Alto,Lluvia,1
San Antonio,Sabado,13,1,1,1253,803,2532,2776,1841.0,5000,36.8,9.7,Bajo,Nublado,0
Floresta,Domingo,8,1,1,1893,946,1527,1235,1400.2,5000,28.0,15.9,Bajo,Soleado,1
La Estrella,Sabado,19,1,1,950,2358,938,1561,1451.8,5000,29.0,13.8,Bajo,Nublado,0
Santa Lucia,Miercoles,17,1,0,1440,816,1629,1311,1299.0,5000,26.0,21.6,Bajo,Tormenta,0
Envigado,Sabado,18,1,1,909,1735,1836,555,1258.8,5000,25.2,13.9,Bajo,Soleado,0
Estadio,Miercoles,8,1,0,2327,2791,786,3607,2377.8,5000,47.6,20.1,Bajo,Nublado,0
Envigado,Domingo,14,1,1,694,864,2242,700,1125.0,5000,22.5,21.8,Bajo,Nublado,0
Parque Berrio,Martes,0,0,0,621,652,558,407,559.5,5000,11.2,14.6,Bajo,Nublado,1
San Javier,Miercoles,15,0,0,2047,1340,555,1295,1309.2,5000,26.2,10.2,Bajo,Lluvia,0
Parque Berrio,Lunes,17,1,0,2650,1577,2044,1799,2017.5,5000,40.4,5.6,Bajo,Nublado,1
Universidad,Lunes,1,0,0,278,314,466,397,363.8,5000,7.3,8.9,Bajo,Soleado,0
San Javier,Sabado,19,1,1,1471,1472,1098,829,1217.5,5000,24.3,15.8,Bajo,Tormenta,0
Ayura,Viernes,8,1,0,806,764,2464,1174,1302.0,5000,26.0,14.5,Bajo,Soleado,1
Sabaneta,Viernes,14,1,0,2065,3280,903,1242,1872.5,5000,37.5,12.5,Bajo,Soleado,0
Industriales,Jueves,5,0,0,372,240,350,187,287.2,5000,5.7,3.0,Bajo,Nublado,1
Sabaneta,Martes,23,0,0,463,207,170,254,273.5,5000,5.5,11.8,Bajo,Lluvia,1
Caribe,Sabado,2,0,1,267,353,277,409,326.5,5000,6.5,11.4,Bajo,Soleado,0
Alpujarra,Domingo,23,0,1,172,396,407,779,438.5,5000,8.8,14.3,Bajo,Soleado,0
Estadio,Domingo,15,0,1,576,549,606,400,532.8,5000,10.7,14.5,Bajo,Nublado,1
Poblado,Martes,21,0,0,2301,3255,2612,3564,2933.0,5000,58.7,7.7,Medio,Soleado,0
Aguacatala,Jueves,10,0,0,762,1803,1543,978,1271.5,5000,25.4,4.6,Bajo,Tormenta,0
Poblado,Miercoles,12,1,0,3714,7015,4364,5451,5136.0,5000,102.7,3.6,Alto,Lluvia,0
Parque Berrio,Miercoles,10,0,0,785,1855,1108,743,1122.8,5000,22.5,14.2,Bajo,Nublado,0
Aguacatala,Jueves,12,1,0,2607,1422,2058,2975,2265.5,5000,45.3,13.7,Bajo,Nublado,0
San Antonio,Sabado,5,0,1,897,185,666,456,551.0,5000,11.0,14.2,Bajo,Tormenta,0
Estadio,Viernes,0,0,0,699,110,552,396,439.2,5000,8.8,4.5,Bajo,Soleado,0
Tricentenario,Domingo,20,0,1,391,628,267,1188,618.5,5000,12.4,14.9,Bajo,Lluvia,0
Madera,Domingo,12,1,1,741,604,835,794,743.5,5000,14.9,13.3,Bajo,Tormenta,0
Tricentenario,Lunes,18,1,0,1384,1729,2017,899,1507.2,5000,30.1,14.5,Bajo,Nublado,0
Itagui,Lunes,13,1,0,2332,2214,3669,3247,2865.5,5000,57.3,17.9,Medio,Nublado,0
Ayura,Sabado,5,0,1,317,258,244,255,268.5,5000,5.4,2.2,Bajo,Lluvia,0
Exposiciones,Lunes,19,1,0,1297,850,2418,3096,1915.2,5000,38.3,3.6,Bajo,Soleado,1
La Estrella,Lunes,16,0,0,1201,1316,1408,1996,1480.2,5000,29.6,9.3,Bajo,Soleado,0
Niquia,Viernes,6,1,0,6223,3023,5909,5966,5280.2,5000,105.6,10.9,Alto,Lluvia,0
Parque Berrio,Lunes,17,1,0,769,2159,2480,2473,1970.2,5000,39.4,13.8,Bajo,Soleado,0
Envigado,Domingo,18,1,1,652,1113,787,1756,1077.0,5000,21.5,19.6,Bajo,Lluvia,0
Tricentenario,Jueves,3,0,0,327,411,641,427,451.5,5000,9.0,8.5,Bajo,Lluvia,0
Cisneros,Lunes,16,0,0,1394,1299,1043,1937,1418.2,5000,28.4,6.6,Bajo,Lluvia,1
Alpujarra,Martes,7,1,0,3214,4845,2721,7177,4489.2,5000,89.8,22.4,Alto,Tormenta,0
Prado,Jueves,4,0,0,389,123,295,262,267.2,5000,5.3,5.1,Bajo,Tormenta,0
San Javier,Lunes,4,0,0,473,509,519,458,489.8,5000,9.8,10.8,Bajo,Tormenta,0
Bello,Sabado,11,1,1,644,569,1482,703,849.5,5000,17.0,10.5,Bajo,Tormenta,1
San Javier,Miercoles,14,1,0,1969,1846,1764,2636,2053.8,5000,41.1,21.0,Bajo,Lluvia,0
Acevedo,Viernes,17,1,0,9122,6556,3073,8472,6805.8,5000,136.1,18.9,Alto,Lluvia,0
Exposiciones,Miercoles,2,0,0,421,303,611,560,473.8,5000,9.5,9.8,Bajo,Soleado,0
Ayura,Martes,18,1,0,2329,2369,3425,2251,2593.5,5000,51.9,12.7,Medio,Soleado,0
Prado,Miercoles,1,0,0,227,451,459,147,321.0,5000,6.4,13.5,Bajo,Nublado,1
Aguacatala,Domingo,1,0,1,310,385,281,380,339.0,5000,6.8,14.6,Bajo,Lluvia,0
Suramericana,Lunes,13,1,0,1907,2877,2132,2747,2415.8,5000,48.3,14.7,Bajo,Soleado,0
Madera,Domingo,11,1,1,806,1858,1184,724,1143.0,5000,22.9,20.5,Bajo,Soleado,1
Acevedo,Viernes,8,1,0,4181,2311,5653,2825,3742.5,5000,74.9,10.2,Medio,Nublado,1
Hospital,Miercoles,4,0,0,184,398,418,347,336.8,5000,6.7,13.9,Bajo,Nublado,0
Envigado,Lunes,16,0,0,1085,1394,1506,1046,1257.8,5000,25.2,6.7,Bajo,Tormenta,0
Itagui,Viernes,21,0,0,874,839,1154,2049,1229.0,5000,24.6,13.2,Bajo,Lluvia,0
Exposiciones,Lunes,5,0,0,350,289,408,233,320.0,5000,6.4,2.2,Bajo,Lluvia,0
San Antonio,Martes,16,0,0,775,2080,3522,1744,2030.2,5000,40.6,14.9,Bajo,Lluvia,1
Exposiciones,Viernes,0,0,0,239,643,518,161,390.2,5000,7.8,8.0,Bajo,Soleado,1
Alpujarra,Domingo,1,0,1,437,217,203,536,348.2,5000,7.0,12.3,Bajo,Soleado,0
Niquia,Domingo,12,1,1,3379,3259,2657,3407,3175.5,5000,63.5,7.4,Medio,Lluvia,0
Poblado,Viernes,23,0,0,425,1306,730,585,761.5,5000,15.2,13.7,Bajo,Tormenta,0
Caribe,Viernes,8,1,0,3181,2384,3861,1344,2692.5,5000,53.8,15.1,Medio,Soleado,1
Suramericana,Miercoles,19,1,0,2618,3946,1021,3080,2666.2,5000,53.3,9.7,Medio,Nublado,0
Poblado,Martes,17,1,0,5244,2444,4130,6029,4461.8,5000,89.2,12.4,Alto,Nublado,0
Envigado,Viernes,18,1,0,2630,4067,2763,4245,3426.2,5000,68.5,16.2,Medio,Tormenta,0
San Javier,Martes,8,1,0,1549,836,3039,1538,1740.5,5000,34.8,19.0,Bajo,Nublado,0
Cisneros,Martes,2,0,0,385,376,417,285,365.8,5000,7.3,7.9,Bajo,Lluvia,1
Industriales,Martes,3,0,0,367,340,647,268,405.5,5000,8.1,5.9,Bajo,Soleado,0
Madera,Sabado,11,1,1,593,644,1525,1436,1049.5,5000,21.0,10.4,Bajo,Soleado,1
Estadio,Martes,9,0,0,772,884,709,1669,1008.5,5000,20.2,12.8,Bajo,Tormenta,1
Niquia,Miercoles,2,0,0,847,581,507,689,656.0,5000,13.1,5.5,Bajo,Lluvia,0
Caribe,Jueves,11,1,0,3060,765,1039,3799,2165.8,5000,43.3,6.8,Bajo,Nublado,0
Madera,Viernes,0,0,0,335,395,434,321,371.2,5000,7.4,10.9,Bajo,Tormenta,0
Cisneros,Jueves,4,0,0,483,231,209,457,345.0,5000,6.9,2.5,Bajo,Soleado,0
Bello,Sabado,11,1,1,1495,2196,1969,427,1521.8,5000,30.4,17.2,Bajo,Tormenta,0
Ayura,Martes,13,1,0,3758,1474,1817,2579,2407.0,5000,48.1,5.1,Bajo,Lluvia,0
Poblado,Domingo,12,1,1,9792,7282,5002,3948,6506.0,5000,130.1,6.9,Alto,Lluvia,1
Industriales,Sabado,17,1,1,991,857,1062,868,944.5,5000,18.9,9.8,Bajo,Tormenta,1
Hospital,Jueves,17,1,0,2635,3691,3014,2736,3019.0,5000,60.4,19.7,Medio,Tormenta,1
Santa Lucia,Lunes,14,1,0,2359,1160,2509,3639,2416.8,5000,48.3,22.3,Bajo,Tormenta,0
Tricentenario,Domingo,12,1,1,2235,1230,2280,1583,1832.0,5000,36.6,22.5,Bajo,Soleado,0
Bello,Miercoles,3,0,0,401,258,477,259,348.8,5000,7.0,4.0,Bajo,Soleado,0
Envigado,Sabado,10,0,1,1066,993,1177,566,950.5,5000,19.0,13.1,Bajo,Tormenta,0
San Javier,Viernes,5,0,0,505,154,561,310,382.5,5000,7.6,15.0,Bajo,Soleado,1
Floresta,Lunes,19,1,0,3062,1334,3588,1199,2295.8,5000,45.9,9.4,Bajo,Tormenta,0
Suramericana,Sabado,20,0,1,962,536,825,559,720.5,5000,14.4,6.4,Bajo,Lluvia,0
Madera,Jueves,23,0,0,217,238,198,290,235.8,5000,4.7,4.2,Bajo,Soleado,1
Hospital,Martes,15,0,0,2067,744,1242,1293,1336.5,5000,26.7,7.9,Bajo,Nublado,0
Cisneros,Jueves,19,1,0,2704,1818,2481,1314,2079.2,5000,41.6,18.5,Bajo,Tormenta,0
Prado,Miercoles,18,1,0,2724,2186,2211,3109,2557.5,5000,51.1,7.0,Medio,Soleado,0
Tricentenario,Domingo,0,0,1,189,321,376,387,318.2,5000,6.4,7.3,Bajo,Nublado,0
Parque Berrio,Lunes,14,1,0,4195,1792,1856,1690,2383.2,5000,47.7,13.7,Bajo,Lluvia,0
La Estrella,Sabado,21,0,1,872,1339,567,1054,958.0,5000,19.2,9.3,Bajo,Tormenta,0
Alpujarra,Sabado,12,1,1,3151,1331,4734,3657,3218.2,5000,64.4,16.7,Medio,Soleado,0
Hospital,Domingo,7,1,1,1247,1107,1570,2462,1596.5,5000,31.9,7.3,Bajo,Lluvia,0
Cisneros,Lunes,22,0,0,1775,693,405,1173,1011.5,5000,20.2,6.0,Bajo,Nublado,1
Parque Berrio,Viernes,19,1,0,2215,2479,1036,3188,2229.5,5000,44.6,15.7,Bajo,Nublado,0
Industriales,Martes,23,0,0,414,155,290,241,275.0,5000,5.5,8.4,Bajo,Lluvia,1
Tricentenario,Jueves,15,0,0,823,746,1649,1897,1278.8,5000,25.6,3.9,Bajo,Lluvia,0
Envigado,Sabado,12,1,1,1543,1256,1893,622,1328.5,5000,26.6,20.6,Bajo,Soleado,0
Acevedo,Miercoles,19,1,0,3702,7667,7065,4613,5761.8,5000,115.2,8.9,Alto,Soleado,0
Industriales,Domingo,16,0,1,718,879,479,880,739.0,5000,14.8,6.6,Bajo,Nublado,0
Alpujarra,Lunes,20,0,0,1685,1231,2260,4520,2424.0,5000,48.5,12.7,Bajo,Lluvia,0
Niquia,Domingo,3,0,1,133,678,286,384,370.2,5000,7.4,3.3,Bajo,Tormenta,0
Suramericana,Sabado,0,0,1,255,432,256,109,263.0,5000,5.3,8.5,Bajo,Nublado,0
Itagui,Jueves,8,1,0,2150,1533,2150,1346,1794.8,5000,35.9,14.3,Bajo,Lluvia,1
Estadio,Domingo,13,1,1,771,1141,1268,918,1024.5,5000,20.5,3.6,Bajo,Nublado,0
La Estrella,Miercoles,21,0,0,1913,1655,1545,2351,1866.0,5000,37.3,8.4,Bajo,Tormenta,0
Santa Lucia,Domingo,11,1,1,1739,1165,2091,769,1441.0,5000,28.8,6.8,Bajo,Soleado,0
Alpujarra,Martes,1,0,0,855,1160,1004,523,885.5,5000,17.7,7.4,Bajo,Soleado,1
Envigado,Domingo,10,0,1,575,775,1298,1115,940.8,5000,18.8,6.3,Bajo,Soleado,1
Madera,Miercoles,2,0,0,242,219,484,708,413.2,5000,8.3,11.3,Bajo,Soleado,1
La Estrella,Sabado,12,1,1,1525,1372,676,1303,1219.0,5000,24.4,19.7,Bajo,Lluvia,0
Parque Berrio,Jueves,2,0,0,451,304,549,513,454.2,5000,9.1,10.8,Bajo,Soleado,1
Estadio,Lunes,9,0,0,2037,1979,1567,1675,1814.5,5000,36.3,5.3,Bajo,Soleado,0
Madera,Lunes,4,0,0,580,537,522,401,510.0,5000,10.2,3.4,Bajo,Lluvia,1
Cisneros,Martes,0,0,0,349,184,387,272,298.0,5000,6.0,13.4,Bajo,Lluvia,0
La Estrella,Miercoles,9,0,0,546,1712,1001,2340,1399.8,5000,28.0,8.5,Bajo,Nublado,1
Suramericana,Jueves,19,1,0,1840,3272,1575,2953,2410.0,5000,48.2,8.5,Bajo,Tormenta,0
San Javier,Lunes,16,0,0,727,1545,1247,1340,1214.8,5000,24.3,11.8,Bajo,Nublado,0
Aguacatala,Lunes,18,1,0,1470,2383,1711,1227,1697.8,5000,34.0,5.2,Bajo,Lluvia,1
Floresta,Miercoles,11,1,0,3659,3477,1611,3826,3143.2,5000,62.9,9.0,Medio,Tormenta,1
Ayura,Viernes,15,0,0,1153,1610,1335,617,1178.8,5000,23.6,5.6,Bajo,Nublado,1
Aguacatala,Martes,13,1,0,1064,2973,1969,2325,2082.8,5000,41.7,14.5,Bajo,Lluvia,1
La Estrella,Viernes,15,0,0,1038,1850,1817,1854,1639.8,5000,32.8,8.5,Bajo,Soleado,0
Sabaneta,Martes,16,0,0,1545,896,994,1796,1307.8,5000,26.2,14.8,Bajo,Lluvia,0
Aguacatala,Viernes,11,1,0,2986,1230,2781,2934,2482.8,5000,49.7,16.6,Bajo,Tormenta,0
Prado,Lunes,19,1,0,3063,1513,1476,1782,1958.5,5000,39.2,7.9,Bajo,Soleado,0
Hospital,Sabado,4,0,1,120,246,345,379,272.5,5000,5.5,6.2,Bajo,Tormenta,0
Acevedo,Viernes,13,1,0,5094,5666,6388,5100,5562.0,5000,111.2,12.1,Alto,Lluvia,0
La Estrella,Lunes,19,1,0,2357,1464,3634,3313,2692.0,5000,53.8,9.9,Medio,Lluvia,1
Bello,Miercoles,22,0,0,1673,1163,547,1570,1238.2,5000,24.8,3.7,Bajo,Lluvia,1
La Estrella,Miercoles,7,1,0,1351,2946,1658,1441,1849.0,5000,37.0,21.1,Bajo,Nublado,0
Estadio,Miercoles,7,1,0,1107,2760,3211,2899,2494.2,5000,49.9,8.8,Bajo,Tormenta,1
Estadio,Sabado,17,1,1,1776,1101,960,1274,1277.8,5000,25.6,22.5,Bajo,Tormenta,0
Acevedo,Viernes,14,1,0,8341,3363,6110,7570,6346.0,5000,126.9,6.7,Alto,Tormenta,0
Prado,Miercoles,14,1,0,3211,1362,2069,1260,1975.5,5000,39.5,13.6,Bajo,Lluvia,0
Acevedo,Jueves,9,0,0,1104,3082,3984,2626,2699.0,5000,54.0,11.1,Medio,Soleado,1
La Estrella,Jueves,20,0,0,888,1003,1623,1409,1230.8,5000,24.6,3.8,Bajo,Soleado,1
Madera,Domingo,17,1,1,1079,1348,830,844,1025.2,5000,20.5,16.6,Bajo,Tormenta,0
La Estrella,Jueves,19,1,0,1561,2433,2879,1754,2156.8,5000,43.1,14.3,Bajo,Tormenta,1
La Estrella,Viernes,3,0,0,508,272,639,662,520.2,5000,10.4,10.0,Bajo,Tormenta,1
San Javier,Sabado,14,1,1,2038,1345,1230,1096,1427.2,5000,28.5,16.1,Bajo,Nublado,0
Caribe,Domingo,0,0,1,418,378,267,127,297.5,5000,5.9,12.6,Bajo,Nublado,0
Bello,Martes,14,1,0,2544,2552,2472,2864,2608.0,5000,52.2,11.2,Medio,Nublado,1
San Javier,Martes,4,0,0,251,430,283,166,282.5,5000,5.7,9.6,Bajo,Soleado,0
La Estrella,Viernes,17,1,0,3286,1407,2114,3563,2592.5,5000,51.8,20.0,Medio,Nublado,1
Floresta,Jueves,10,0,0,755,2443,1123,607,1232.0,5000,24.6,10.4,Bajo,Soleado,0
La Estrella,Jueves,5,0,0,628,561,631,153,493.2,5000,9.9,14.0,Bajo,Nublado,0
Acevedo,Jueves,23,0,0,522,1252,407,1075,814.0,5000,16.3,7.3,Bajo,Tormenta,0
Aguacatala,Lunes,16,0,0,675,1230,1179,969,1013.2,5000,20.3,12.8,Bajo,Lluvia,0
Floresta,Viernes,7,1,0,848,2465,1784,1115,1553.0,5000,31.1,13.2,Bajo,Lluvia,0
Acevedo,Martes,22,0,0,1883,3192,1686,2185,2236.5,5000,44.7,5.7,Bajo,Tormenta,1
Acevedo,Sabado,9,0,1,1209,1368,1503,724,1201.0,5000,24.0,7.1,Bajo,Tormenta,1
La Estrella,Sabado,20,0,1,240,1062,1036,1372,927.5,5000,18.6,7.5,Bajo,Tormenta,0
Universidad,Jueves,18,1,0,953,962,1129,2013,1264.2,5000,25.3,10.5,Bajo,Nublado,0
Estadio,Viernes,11,1,0,1249,2309,1386,2041,1746.2,5000,34.9,22.3,Bajo,Soleado,0
La Estrella,Sabado,14,1,1,835,2617,1988,1015,1613.8,5000,32.3,10.8,Bajo,Soleado,0
Floresta,Jueves,10,0,0,1607,1637,634,634,1128.0,5000,22.6,2.1,Bajo,Tormenta,1
Poblado,Jueves,16,0,0,3239,1285,2638,2038,2300.0,5000,46.0,14.9,Bajo,Tormenta,0
Tricentenario,Miercoles,7,1,0,1881,2316,1581,3828,2401.5,5000,48.0,17.1,Bajo,Lluvia,1
Caribe,Miercoles,4,0,0,375,597,339,525,459.0,5000,9.2,8.0,Bajo,Nublado,0
Ayura,Domingo,5,0,1,198,270,120,288,219.0,5000,4.4,3.1,Bajo,Tormenta,0
Madera,Martes,3,0,0,298,614,380,559,462.8,5000,9.3,4.9,Bajo,Nublado,0
Tricentenario,Martes,0,0,0,506,326,161,330,330.8,5000,6.6,11.7,Bajo,Soleado,1
Aguacatala,Martes,17,1,0,2303,1234,1882,3014,2108.2,5000,42.2,22.4,Bajo,Nublado,0
Aguacatala,Miercoles,19,1,0,1673,2448,2795,817,1933.2,5000,38.7,7.3,Bajo,Nublado,0
Cisneros,Sabado,1,0,1,190,338,163,332,255.8,5000,5.1,9.3,Bajo,Nublado,1
Bello,Domingo,5,0,1,226,233,165,157,195.2,5000,3.9,6.5,Bajo,Tormenta,1
Industriales,Miercoles,18,1,0,986,3841,2455,3244,2631.5,5000,52.6,8.3,Medio,Nublado,1
Poblado,Martes,18,1,0,5449,2991,1636,4866,3735.5,5000,74.7,15.7,Medio,Tormenta,0
Sabaneta,Miercoles,15,0,0,780,959,1420,812,992.8,5000,19.9,13.3,Bajo,Soleado,1
Acevedo,Sabado,10,0,1,2246,852,1300,1573,1492.8,5000,29.9,4.8,Bajo,Nublado,0
Tricentenario,Viernes,3,0,0,623,297,654,275,462.2,5000,9.2,5.9,Bajo,Tormenta,0
Prado,Martes,20,0,0,1396,2126,1584,1917,1755.8,5000,35.1,11.7,Bajo,Soleado,0
Parque Berrio,Martes,4,0,0,348,680,240,571,459.8,5000,9.2,10.8,Bajo,Tormenta,1
San Javier,Sabado,0,0,1,174,114,217,216,180.2,5000,3.6,3.1,Bajo,Soleado,0
San Antonio,Domingo,11,1,1,3855,5174,4668,2743,4110.0,5000,82.2,3.6,Alto,Tormenta,1
Aguacatala,Jueves,5,0,0,339,116,362,288,276.2,5000,5.5,13.9,Bajo,Tormenta,0
Floresta,Sabado,19,1,1,1661,1028,2657,604,1487.5,5000,29.8,15.1,Bajo,Tormenta,1
Caribe,Lunes,18,1,0,1894,1028,3892,2238,2263.0,5000,45.3,11.2,Bajo,Soleado,0
Prado,Jueves,5,0,0,287,543,121,249,300.0,5000,6.0,7.8,Bajo,Soleado,1
Bello,Domingo,0,0,1,379,266,159,149,238.2,5000,4.8,7.9,Bajo,Soleado,0
La Estrella,Lunes,5,0,0,199,334,384,298,303.8,5000,6.1,5.3,Bajo,Nublado,0
Caribe,Jueves,2,0,0,499,121,511,233,341.0,5000,6.8,2.2,Bajo,Tormenta,0
Hospital,Martes,4,0,0,467,196,606,567,459.0,5000,9.2,5.4,Bajo,Tormenta,0
Niquia,Jueves,20,0,0,1798,3515,4085,4784,3545.5,5000,70.9,8.3,Medio,Tormenta,1
Ayura,Viernes,10,0,0,791,1493,907,1453,1161.0,5000,23.2,4.8,Bajo,Soleado,0
San Javier,Viernes,16,0,0,743,1606,859,1667,1218.8,5000,24.4,6.2,Bajo,Tormenta,0
San Antonio,Viernes,7,1,0,8951,3118,2463,7849,5595.2,5000,111.9,12.3,Alto,Lluvia,0
San Javier,Martes,20,0,0,1596,769,703,1149,1054.2,5000,21.1,3.6,Bajo,Tormenta,0
Caribe,Jueves,7,1,0,1291,3381,1999,2746,2354.2,5000,47.1,5.5,Bajo,Lluvia,0
Niquia,Martes,22,0,0,1761,902,1834,3750,2061.8,5000,41.2,11.1,Bajo,Soleado,1
Alpujarra,Domingo,14,1,1,3594,2817,5146,3016,3643.2,5000,72.9,19.2,Medio,Soleado,0
Bello,Jueves,5,0,0,433,290,178,376,319.2,5000,6.4,4.8,Bajo,Soleado,0
Cisneros,Lunes,1,0,0,400,750,478,123,437.8,5000,8.8,11.8,Bajo,Nublado,0
Itagui,Lunes,16,0,0,1469,605,1303,429,951.5,5000,19.0,11.0,Bajo,Lluvia,0
Exposiciones,Sabado,6,1,1,5399,1334,1871,5719,3580.8,5000,71.6,8.2,Medio,Tormenta,0
Parque Berrio,Martes,15,0,0,468,1306,975,1134,970.8,5000,19.4,2.5,Bajo,Tormenta,1
Estadio,Lunes,20,0,0,912,1562,1739,1920,1533.2,5000,30.7,5.4,Bajo,Soleado,0
Itagui,Martes,8,1,0,779,2512,2511,1507,1827.2,5000,36.5,9.0,Bajo,Soleado,0
Niquia,Sabado,7,1,1,4324,2298,2286,2233,2785.2,5000,55.7,12.0,Medio,Lluvia,0
Envigado,Domingo,0,0,1,267,194,342,169,243.0,5000,4.9,4.0,Bajo,Soleado,0
Cisneros,Martes,20,0,0,1141,2017,1770,840,1442.0,5000,28.8,6.8,Bajo,Tormenta,0
Envigado,Martes,1,0,0,293,458,317,433,375.2,5000,7.5,10.7,Bajo,Lluvia,0
Suramericana,Martes,21,0,0,1516,885,607,1794,1200.5,5000,24.0,13.8,Bajo,Soleado,0
San Antonio,Martes,12,1,0,7718,5631,2458,3759,4891.5,5000,97.8,6.6,Alto,Tormenta,0
Alpujarra,Miercoles,3,0,0,1111,663,525,875,793.5,5000,15.9,14.7,Bajo,Nublado,1
Prado,Viernes,17,1,0,3240,2769,1303,3213,2631.2,5000,52.6,21.0,Medio,Lluvia,1
Acevedo,Martes,7,1,0,3262,5494,4956,6240,4988.0,5000,99.8,3.1,Alto,Tormenta,0
Niquia,Sabado,23,0,1,543,160,539,476,429.5,5000,8.6,11.4,Bajo,Tormenta,0
Acevedo,Martes,13,1,0,4060,3341,3634,7792,4706.8,5000,94.1,10.7,Alto,Soleado,0
Estadio,Domingo,17,1,1,1186,1878,1144,1086,1323.5,5000,26.5,16.6,Bajo,Nublado,0
Santa Lucia,Lunes,4,0,0,178,398,398,462,359.0,5000,7.2,11.3,Bajo,Lluvia,0
Santa Lucia,Domingo,17,1,1,1441,708,2095,1437,1420.2,5000,28.4,17.0,Bajo,Tormenta,0
Itagui,Jueves,21,0,0,930,1752,1885,1248,1453.8,5000,29.1,7.8,Bajo,Soleado,0
Estadio,Jueves,19,1,0,2695,3578,1341,1802,2354.0,5000,47.1,11.5,Bajo,Nublado,1
La Estrella,Viernes,14,1,0,2009,2805,2867,1807,2372.0,5000,47.4,17.6,Bajo,Soleado,0
Industriales,Lunes,10,0,0,1166,1661,562,2139,1382.0,5000,27.6,14.3,Bajo,Nublado,0
Aguacatala,Sabado,20,0,1,1255,598,484,754,772.8,5000,15.5,3.9,Bajo,Lluvia,0
Floresta,Sabado,7,1,1,1283,624,855,1334,1024.0,5000,20.5,19.6,Bajo,Lluvia,0
Floresta,Miercoles,3,0,0,251,608,267,595,430.2,5000,8.6,7.0,Bajo,Nublado,0
Alpujarra,Miercoles,1,0,0,679,359,774,1242,763.5,5000,15.3,10.5,Bajo,Nublado,0
Parque Berrio,Viernes,9,0,0,1322,750,959,1618,1162.2,5000,23.2,10.4,Bajo,Lluvia,1
Exposiciones,Viernes,4,0,0,510,214,397,205,331.5,5000,6.6,4.4,Bajo,Lluvia,0
Poblado,Lunes,14,1,0,7905,5173,1613,2617,4327.0,5000,86.5,19.8,Alto,Tormenta,0
Sabaneta,Lunes,3,0,0,532,357,180,419,372.0,5000,7.4,2.2,Bajo,Tormenta,0
La Estrella,Miercoles,8,1,0,1125,1005,3733,3803,2416.5,5000,48.3,5.4,Bajo,Tormenta,0
Alpujarra,Lunes,12,1,0,4261,5077,4091,6271,4925.0,5000,98.5,16.0,Alto,Soleado,0
Estadio,Domingo,12,1,1,639,1833,903,972,1086.8,5000,21.7,19.0,Bajo,Tormenta,0
Sabaneta,Sabado,17,1,1,2219,2019,835,1232,1576.2,5000,31.5,11.0,Bajo,Lluvia,0
Universidad,Domingo,7,1,1,604,948,1860,1705,1279.2,5000,25.6,8.6,Bajo,Lluvia,1
Ayura,Martes,18,1,0,2331,2816,874,1191,1803.0,5000,36.1,7.4,Bajo,Tormenta,0
Exposiciones,Jueves,16,0,0,1378,1722,1023,1177,1325.0,5000,26.5,13.0,Bajo,Nublado,0
Santa Lucia,Viernes,15,0,0,1654,1375,488,761,1069.5,5000,21.4,2.6,Bajo,Lluvia,0
Envigado,Viernes,6,1,0,2345,2960,3010,2240,2638.8,5000,52.8,8.8,Medio,Soleado,0
Estadio,Sabado,17,1,1,1269,1063,1823,804,1239.8,5000,24.8,12.0,Bajo,Nublado,0
Exposiciones,Viernes,15,0,0,1872,1202,946,845,1216.2,5000,24.3,2.1,Bajo,Nublado,0
Niquia,Miercoles,19,1,0,1959,3695,2021,5353,3257.0,5000,65.1,12.1,Medio,Tormenta,0
Aguacatala,Domingo,7,1,1,569,689,1463,1228,987.2,5000,19.7,13.2,Bajo,Nublado,0
San Javier,Martes,17,1,0,1026,3353,1887,1721,1996.8,5000,39.9,19.3,Bajo,Nublado,1
Prado,Domingo,19,1,1,2507,1492,1813,1272,1771.0,5000,35.4,13.1,Bajo,Nublado,0
San Javier,Viernes,17,1,0,1327,1637,2326,1371,1665.2,5000,33.3,3.7,Bajo,Nublado,0
Niquia,Domingo,2,0,1,212,597,504,682,498.8,5000,10.0,12.0,Bajo,Tormenta,1
Acevedo,Martes,0,0,0,758,708,325,680,617.8,5000,12.4,10.0,Bajo,Tormenta,1
Alpujarra,Miercoles,9,0,0,2585,2571,1319,3782,2564.2,5000,51.3,2.1,Medio,Nublado,0
Suramericana,Lunes,20,0,0,845,1683,620,681,957.2,5000,19.1,14.5,Bajo,Soleado,0
Estadio,Viernes,22,0,0,1388,1245,1263,1433,1332.2,5000,26.6,4.4,Bajo,Lluvia,1
Madera,Jueves,2,0,0,414,399,245,220,319.5,5000,6.4,6.7,Bajo,Soleado,1
Sabaneta,Martes,22,0,0,2165,690,1876,1395,1531.5,5000,30.6,10.9,Bajo,Soleado,0
Estadio,Sabado,10,0,1,706,1256,229,748,734.8,5000,14.7,12.3,Bajo,Soleado,0
